P,G,X,CHF,grid_base_proxy,grid_base_final
14000.0,500.0,-0.05,3401.0,3264.0,3332.5
14000.0,500.0,0.0,3249.0,3131.0,3180.5
14000.0,500.0,0.05,3001.0,2913.0,2937.5
14000.0,500.0,0.1,2641.0,2540.0,2615.5
14000.0,500.0,0.15,2373.0,2231.0,2319.0
14000.0,500.0,0.2,2089.0,1822.0,2044.5
14000.0,500.0,0.25,1825.0,1516.0,1794.0
14000.0,500.0,0.3,1559.0,1268.0,1592.0
14000.0,500.0,0.35,1422.0,1002.0,1364.5
14000.0,500.0,0.4,1273.0,1041.0,1251.0
14000.0,500.0,0.45,1087.0,1028.0,1124.5
14000.0,500.0,0.5,1017.0,892.0,917.5
14000.0,500.0,0.6,319.0,447.0,568.5
14000.0,500.0,0.7,298.0,279.0,348.5
14000.0,500.0,0.8,192.0,188.0,195.0
14000.0,500.0,0.9,119.0,135.0,132.5
14000.0,750.0,-0.5,5155.0,5161.0,5198.0
14000.0,750.0,-0.4,4929.0,4760.0,4794.5
14000.0,750.0,-0.3,4487.0,4404.0,4428.5
14000.0,750.0,-0.2,3917.0,3768.0,3900.0
14000.0,750.0,-0.15,3666.0,3664.0,3687.5
14000.0,750.0,-0.1,3417.0,3405.0,3411.5
14000.0,750.0,-0.05,3241.0,2948.0,3157.5
14000.0,750.0,0.0,3056.0,2925.0,2982.5
14000.0,750.0,0.05,2841.0,2548.0,2693.0
14000.0,750.0,0.1,2505.0,2313.0,2440.5
14000.0,750.0,0.15,2177.0,1955.0,2129.5
14000.0,750.0,0.2,1849.0,1662.0,1788.5
14000.0,750.0,0.25,1591.0,1351.0,1538.0
14000.0,750.0,0.3,1332.0,1083.0,1327.0
14000.0,750.0,0.35,1131.0,852.0,1103.5
14000.0,750.0,0.4,885.0,716.0,898.5
14000.0,750.0,0.45,769.0,780.0,803.5
14000.0,750.0,0.5,502.0,447.0,583.5
14000.0,750.0,0.6,265.0,232.0,263.5
14000.0,750.0,0.7,135.0,63.0,138.5
14000.0,750.0,0.8,79.0,1.0,89.5
14000.0,750.0,0.9,77.0,43.0,80.0
14000.0,1000.0,-0.5,6001.0,6187.0,6129.5
14000.0,1000.0,-0.4,5588.0,5433.0,5571.5
14000.0,1000.0,-0.3,4980.0,4680.0,4916.5
14000.0,1000.0,-0.2,4089.0,3834.0,4064.5
14000.0,1000.0,-0.15,3670.0,3614.0,3721.0
14000.0,1000.0,-0.1,3378.0,3308.0,3339.5
14000.0,1000.0,-0.05,3049.0,2659.0,2974.0
14000.0,1000.0,0.0,2693.0,2139.0,2571.5
14000.0,1000.0,0.05,2399.0,1717.0,2271.5
14000.0,1000.0,0.1,2051.0,1602.0,2018.5
14000.0,1000.0,0.15,1731.0,1384.0,1721.5
14000.0,1000.0,0.2,1466.0,1009.0,1397.5
14000.0,1000.0,0.25,1244.0,895.0,1215.0
14000.0,1000.0,0.3,1017.0,736.0,1034.5
14000.0,1000.0,0.35,854.0,530.0,848.0
14000.0,1000.0,0.4,745.0,567.0,678.0
14000.0,1000.0,0.45,649.0,480.0,573.5
14000.0,1000.0,0.5,295.0,250.0,300.0
14000.0,1000.0,0.6,224.0,218.0,226.5
14000.0,1000.0,0.7,102.0,102.0,102.0
14000.0,1000.0,0.8,67.0,62.0,65.5
14000.0,1000.0,0.9,49.0,36.0,52.0
14000.0,1500.0,-0.5,6787.0,7078.0,7044.5
14000.0,1500.0,-0.4,6145.0,6269.0,6129.5
14000.0,1500.0,-0.3,5185.0,4963.0,5274.0
14000.0,1500.0,-0.2,4364.0,4070.0,4327.0
14000.0,1500.0,-0.15,3798.0,3594.0,3808.5
14000.0,1500.0,-0.1,3406.0,3279.0,3400.0
14000.0,1500.0,-0.05,3003.0,2547.0,2866.5
14000.0,1500.0,0.0,2583.0,2041.0,2477.5
14000.0,1500.0,0.05,2218.0,1810.0,2152.5
14000.0,1500.0,0.1,1807.0,1480.0,1811.5
14000.0,1500.0,0.15,1498.0,1332.0,1534.5
14000.0,1500.0,0.2,1200.0,1043.0,1218.0
14000.0,1500.0,0.25,971.0,851.0,1014.0
14000.0,1500.0,0.3,765.0,516.0,755.5
14000.0,1500.0,0.35,555.0,234.0,562.5
14000.0,1500.0,0.4,196.0,219.0,292.5
14000.0,1500.0,0.45,180.0,107.0,217.0
14000.0,1500.0,0.5,138.0,171.0,158.0
14000.0,1500.0,0.6,119.0,113.0,116.0
14000.0,1500.0,0.7,53.0,53.0,52.5
14000.0,1500.0,0.8,43.0,45.0,43.5
14000.0,1500.0,0.9,34.0,30.0,34.5
14000.0,2000.0,-0.5,7188.0,7461.0,7598.5
14000.0,2000.0,-0.4,6465.0,6535.0,6497.5
14000.0,2000.0,-0.3,5394.0,5350.0,5533.0
14000.0,2000.0,-0.2,4496.0,4324.0,4539.5
14000.0,2000.0,-0.15,3995.0,3796.0,4049.0
14000.0,2000.0,-0.1,3628.0,3535.0,3576.0
14000.0,2000.0,-0.05,3201.0,2607.0,3005.5
14000.0,2000.0,0.0,2686.0,2335.0,2592.5
14000.0,2000.0,0.05,2221.0,1886.0,2150.5
14000.0,2000.0,0.1,1751.0,1582.0,1814.0
14000.0,2000.0,0.15,1444.0,1312.0,1435.5
14000.0,2000.0,0.2,1121.0,992.0,1108.5
14000.0,2000.0,0.25,879.0,805.0,915.0
14000.0,2000.0,0.3,603.0,305.0,636.0
14000.0,2000.0,0.35,419.0,433.0,428.0
14000.0,2000.0,0.4,176.0,175.0,182.5
14000.0,2000.0,0.45,125.0,128.0,147.5
14000.0,2000.0,0.5,108.0,129.0,111.5
14000.0,2000.0,0.6,93.0,111.0,96.5
14000.0,2000.0,0.7,58.0,52.0,57.5
14000.0,2000.0,0.8,41.0,39.0,42.0
14000.0,2000.0,0.9,26.0,25.0,29.0
14000.0,2500.0,-0.5,7630.0,7361.0,7897.5
14000.0,2500.0,-0.4,6781.0,7041.0,7034.5
14000.0,2500.0,-0.3,5886.0,5715.0,6005.0
14000.0,2500.0,-0.2,4902.0,4669.0,5023.0
14000.0,2500.0,-0.15,4465.0,4135.0,4518.0
14000.0,2500.0,-0.1,4006.0,3692.0,3935.5
14000.0,2500.0,-0.05,3295.0,2752.0,3205.0
14000.0,2500.0,0.0,2832.0,2507.0,2736.0
14000.0,2500.0,0.05,2224.0,1959.0,2225.5
14000.0,2500.0,0.1,1773.0,1703.0,1835.0
14000.0,2500.0,0.15,1391.0,1291.0,1402.5
14000.0,2500.0,0.2,1024.0,849.0,1049.5
14000.0,2500.0,0.25,831.0,735.0,871.0
14000.0,2500.0,0.3,564.0,393.0,600.0
14000.0,2500.0,0.35,312.0,295.0,336.0
14000.0,2500.0,0.4,213.0,208.0,224.5
14000.0,2500.0,0.45,139.0,125.0,154.0
14000.0,2500.0,0.5,119.0,117.0,130.5
14000.0,2500.0,0.6,102.0,91.0,103.0
14000.0,2500.0,0.7,62.0,61.0,68.5
14000.0,2500.0,0.8,42.0,38.0,44.0
14000.0,2500.0,0.9,27.0,25.0,27.0
14000.0,3000.0,-0.5,7824.0,7634.0,8257.0
14000.0,3000.0,-0.4,7031.0,7384.0,7449.0
14000.0,3000.0,-0.3,6139.0,6187.0,6433.0
14000.0,3000.0,-0.2,5394.0,5073.0,5438.5
14000.0,3000.0,-0.15,4701.0,4412.0,4805.0
14000.0,3000.0,-0.1,4236.0,3907.0,4160.5
14000.0,3000.0,-0.05,3320.0,2811.0,3293.5
14000.0,3000.0,0.0,2894.0,2648.0,2820.5
14000.0,3000.0,0.05,2333.0,2104.0,2301.0
14000.0,3000.0,0.1,1831.0,1767.0,1856.5
14000.0,3000.0,0.15,1396.0,1308.0,1409.5
14000.0,3000.0,0.2,1082.0,907.0,1070.5
14000.0,3000.0,0.25,865.0,803.0,885.5
14000.0,3000.0,0.3,604.0,521.0,637.5
14000.0,3000.0,0.35,318.0,348.0,407.5
14000.0,3000.0,0.4,275.0,260.0,330.0
14000.0,3000.0,0.45,237.0,191.0,254.0
14000.0,3000.0,0.5,201.0,183.0,211.5
14000.0,3000.0,0.6,146.0,130.0,156.5
14000.0,3000.0,0.7,80.0,77.0,87.5
14000.0,3000.0,0.8,47.0,41.0,49.5
14000.0,3000.0,0.9,31.0,34.0,30.5
14000.0,3500.0,-0.5,8111.0,7662.0,8504.5
14000.0,3500.0,-0.4,7338.0,7228.0,7659.0
14000.0,3500.0,-0.3,6268.0,6264.0,6632.0
14000.0,3500.0,-0.2,5532.0,5203.0,5624.5
14000.0,3500.0,-0.15,4884.0,4566.0,5014.5
14000.0,3500.0,-0.1,4356.0,4148.0,4387.0
14000.0,3500.0,-0.05,3417.0,3022.0,3434.0
14000.0,3500.0,0.0,2963.0,2850.0,2910.5
14000.0,3500.0,0.05,2433.0,2330.0,2418.5
14000.0,3500.0,0.1,1897.0,1894.0,1914.0
14000.0,3500.0,0.15,1444.0,1409.0,1469.5
14000.0,3500.0,0.2,1140.0,1062.0,1169.0
14000.0,3500.0,0.25,927.0,878.0,958.5
14000.0,3500.0,0.3,710.0,652.0,718.0
14000.0,3500.0,0.35,491.0,436.0,491.5
14000.0,3500.0,0.4,420.0,418.0,432.0
14000.0,3500.0,0.45,340.0,347.0,354.0
14000.0,3500.0,0.5,281.0,272.0,291.5
14000.0,3500.0,0.6,200.0,189.0,209.0
14000.0,3500.0,0.7,108.0,109.0,110.5
14000.0,3500.0,0.8,61.0,60.0,61.5
14000.0,3500.0,0.9,32.0,33.0,32.5
14000.0,4000.0,-0.5,8329.0,8091.0,8925.5
14000.0,4000.0,-0.4,7457.0,7443.0,7938.0
14000.0,4000.0,-0.3,6488.0,6265.0,6798.5
14000.0,4000.0,-0.2,5706.0,5232.0,5823.5
14000.0,4000.0,-0.15,5185.0,4723.0,5231.5
14000.0,4000.0,-0.1,4498.0,4390.0,4593.0
14000.0,4000.0,-0.05,3518.0,3277.0,3577.0
14000.0,4000.0,0.0,2992.0,2984.0,2999.5
14000.0,4000.0,0.05,2511.0,2472.0,2505.5
14000.0,4000.0,0.1,2029.0,2022.0,2015.5
14000.0,4000.0,0.15,1603.0,1572.0,1604.0
14000.0,4000.0,0.2,1307.0,1158.0,1306.5
14000.0,4000.0,0.25,1103.0,927.0,1076.0
14000.0,4000.0,0.3,854.0,847.0,878.5
14000.0,4000.0,0.35,722.0,699.0,730.5
14000.0,4000.0,0.4,590.0,568.0,595.0
14000.0,4000.0,0.45,467.0,442.0,472.5
14000.0,4000.0,0.5,365.0,357.0,367.5
14000.0,4000.0,0.6,245.0,241.0,253.5
14000.0,4000.0,0.7,125.0,123.0,128.0
14000.0,4000.0,0.8,65.0,64.0,65.0
14000.0,4000.0,0.9,33.0,34.0,33.5
14000.0,4500.0,-0.5,8718.0,8473.0,9247.5
14000.0,4500.0,-0.4,7543.0,7170.0,8040.5
14000.0,4500.0,-0.3,6537.0,6259.0,6937.0
14000.0,4500.0,-0.2,5730.0,5529.0,6018.5
14000.0,4500.0,-0.15,5344.0,5076.0,5434.5
14000.0,4500.0,-0.1,4748.0,4645.0,4857.5
14000.0,4500.0,-0.05,3789.0,3643.0,3783.5
14000.0,4500.0,0.0,3092.0,3117.0,3104.5
14000.0,4500.0,0.05,2558.0,2514.0,2569.5
14000.0,4500.0,0.1,2105.0,2061.0,2097.0
14000.0,4500.0,0.15,1709.0,1683.0,1719.0
14000.0,4500.0,0.2,1449.0,1279.0,1417.0
14000.0,4500.0,0.25,1207.0,1110.0,1222.0
14000.0,4500.0,0.3,1005.0,953.0,1024.0
14000.0,4500.0,0.35,835.0,788.0,838.0
14000.0,4500.0,0.4,676.0,681.0,695.5
14000.0,4500.0,0.45,558.0,525.0,567.0
14000.0,4500.0,0.5,421.0,398.0,432.5
14000.0,4500.0,0.6,287.0,280.0,295.0
14000.0,4500.0,0.7,148.0,146.0,150.0
14000.0,4500.0,0.8,70.0,69.0,70.0
14000.0,4500.0,0.9,34.0,34.0,34.5
14000.0,5000.0,-0.5,8978.0,8275.0,9413.0
14000.0,5000.0,-0.4,7649.0,7166.0,8249.0
14000.0,5000.0,-0.3,6594.0,6271.0,7053.0
14000.0,5000.0,-0.2,5732.0,5705.0,6172.0
14000.0,5000.0,-0.15,5451.0,5492.0,5701.0
14000.0,5000.0,-0.1,4912.0,4597.0,5026.0
14000.0,5000.0,-0.05,3963.0,3690.0,3917.5
14000.0,5000.0,0.0,3214.0,3126.0,3199.0
14000.0,5000.0,0.05,2692.0,2628.0,2702.0
14000.0,5000.0,0.1,2161.0,2108.0,2165.5
14000.0,5000.0,0.15,1745.0,1697.0,1763.5
14000.0,5000.0,0.2,1510.0,1419.0,1504.0
14000.0,5000.0,0.25,1280.0,1168.0,1297.0
14000.0,5000.0,0.3,1062.0,1042.0,1105.0
14000.0,5000.0,0.35,916.0,865.0,915.0
14000.0,5000.0,0.4,746.0,750.0,766.0
14000.0,5000.0,0.45,599.0,567.0,602.0
14000.0,5000.0,0.5,465.0,441.0,481.5
14000.0,5000.0,0.6,329.0,321.0,337.5
14000.0,5000.0,0.7,174.0,171.0,175.5
14000.0,5000.0,0.8,76.0,76.0,76.5
14000.0,5000.0,0.9,36.0,36.0,36.5
14000.0,5500.0,-0.5,9249.0,8564.0,9784.0
14000.0,5500.0,-0.4,7760.0,7705.0,8503.5
14000.0,5500.0,-0.3,6609.0,6585.0,7260.0
14000.0,5500.0,-0.2,5753.0,5761.0,6265.0
14000.0,5500.0,-0.15,5505.0,5485.0,5770.0
14000.0,5500.0,-0.1,4944.0,4725.0,5108.5
14000.0,5500.0,-0.05,4043.0,3699.0,3994.5
14000.0,5500.0,0.0,3419.0,3206.0,3373.0
14000.0,5500.0,0.05,3026.0,2908.0,2954.5
14000.0,5500.0,0.1,2433.0,2512.0,2431.5
14000.0,5500.0,0.15,1989.0,1987.0,2022.5
14000.0,5500.0,0.2,1746.0,1645.0,1756.5
14000.0,5500.0,0.25,1475.0,1425.0,1496.0
14000.0,5500.0,0.3,1298.0,1285.0,1319.5
14000.0,5500.0,0.35,1107.0,1081.0,1126.5
14000.0,5500.0,0.4,940.0,903.0,942.5
14000.0,5500.0,0.45,746.0,712.0,742.0
14000.0,5500.0,0.5,572.0,544.0,579.5
14000.0,5500.0,0.6,390.0,377.0,394.5
14000.0,5500.0,0.7,206.0,202.0,207.0
14000.0,5500.0,0.8,87.0,87.0,87.0
14000.0,5500.0,0.9,40.0,41.0,41.0
14000.0,6000.0,-0.5,9831.0,9700.0,10469.5
14000.0,6000.0,-0.4,8166.0,8531.0,8987.5
14000.0,6000.0,-0.3,6738.0,6744.0,7441.0
14000.0,6000.0,-0.2,5864.0,6048.0,6418.0
14000.0,6000.0,-0.15,5509.0,5670.0,5863.0
14000.0,6000.0,-0.1,4956.0,4783.0,5115.5
14000.0,6000.0,-0.05,4110.0,3693.0,4025.0
14000.0,6000.0,0.0,3463.0,3235.0,3481.0
14000.0,6000.0,0.05,3170.0,3108.0,3095.0
14000.0,6000.0,0.1,2575.0,2661.0,2564.5
14000.0,6000.0,0.15,2209.0,2170.0,2187.5
14000.0,6000.0,0.2,1986.0,1893.0,1940.0
14000.0,6000.0,0.25,1686.0,1649.0,1701.0
14000.0,6000.0,0.3,1420.0,1428.0,1466.0
14000.0,6000.0,0.35,1253.0,1240.0,1265.5
14000.0,6000.0,0.4,1082.0,1055.0,1088.5
14000.0,6000.0,0.45,893.0,868.0,894.5
14000.0,6000.0,0.5,709.0,691.0,714.5
14000.0,6000.0,0.6,468.0,461.0,473.5
14000.0,6000.0,0.7,242.0,240.0,243.5
14000.0,6000.0,0.8,101.0,101.0,101.5
14000.0,6000.0,0.9,47.0,47.0,47.0
14000.0,6500.0,-0.5,10687.0,10530.0,11100.5
14000.0,6500.0,-0.4,8715.0,8847.0,9377.5
14000.0,6500.0,-0.3,6808.0,7017.0,7639.5
14000.0,6500.0,-0.2,5894.0,6299.0,6589.5
14000.0,6500.0,-0.15,5553.0,5808.0,6004.5
14000.0,6500.0,-0.1,4972.0,4778.0,5226.0
14000.0,6500.0,-0.05,4129.0,3722.0,4078.5
14000.0,6500.0,0.0,3544.0,3307.0,3576.5
14000.0,6500.0,0.05,3208.0,3190.0,3158.5
14000.0,6500.0,0.1,2617.0,2637.0,2609.5
14000.0,6500.0,0.15,2326.0,2262.0,2306.5
14000.0,6500.0,0.2,2201.0,2257.0,2156.5
14000.0,6500.0,0.25,1908.0,1889.0,1894.5
14000.0,6500.0,0.3,1609.0,1615.0,1629.5
14000.0,6500.0,0.35,1448.0,1435.0,1457.0
14000.0,6500.0,0.4,1241.0,1230.0,1240.5
14000.0,6500.0,0.45,1034.0,1013.0,1033.0
14000.0,6500.0,0.5,834.0,822.0,839.0
14000.0,6500.0,0.6,539.0,534.0,543.5
14000.0,6500.0,0.7,280.0,278.0,281.0
14000.0,6500.0,0.8,118.0,118.0,118.5
14000.0,6500.0,0.9,55.0,55.0,55.5
14000.0,7000.0,-0.5,11414.0,11521.0,11755.0
14000.0,7000.0,-0.4,9448.0,9740.0,10019.0
14000.0,7000.0,-0.3,7169.0,7187.0,7922.5
14000.0,7000.0,-0.2,6008.0,6302.0,6722.0
14000.0,7000.0,-0.15,5694.0,5843.0,6127.5
14000.0,7000.0,-0.1,4993.0,4715.0,5281.0
14000.0,7000.0,-0.05,4140.0,3689.0,4097.5
14000.0,7000.0,0.0,3605.0,3361.0,3647.0
14000.0,7000.0,0.05,3202.0,3244.0,3208.0
14000.0,7000.0,0.1,2682.0,2618.0,2650.0
14000.0,7000.0,0.15,2339.0,2303.0,2348.5
14000.0,7000.0,0.2,2261.0,2275.0,2227.5
14000.0,7000.0,0.25,2018.0,2041.0,2025.0
14000.0,7000.0,0.3,1745.0,1728.0,1751.5
14000.0,7000.0,0.35,1556.0,1544.0,1554.0
14000.0,7000.0,0.4,1343.0,1322.0,1345.5
14000.0,7000.0,0.45,1129.0,1114.0,1131.5
14000.0,7000.0,0.5,924.0,917.0,928.5
14000.0,7000.0,0.6,603.0,598.0,605.5
14000.0,7000.0,0.7,317.0,316.0,317.5
14000.0,7000.0,0.8,136.0,136.0,136.5
14000.0,7000.0,0.9,64.0,64.0,64.5
14000.0,7500.0,-0.5,12199.0,12419.0,12412.5
14000.0,7500.0,-0.4,10064.0,10516.0,10536.5
14000.0,7500.0,-0.3,7714.0,7931.0,8305.0
14000.0,7500.0,-0.2,6137.0,6343.0,6791.0
14000.0,7500.0,-0.15,5700.0,5701.0,6180.0
14000.0,7500.0,-0.1,5016.0,4712.0,5312.5
14000.0,7500.0,-0.05,4159.0,3639.0,4111.5
14000.0,7500.0,0.0,3729.0,3352.0,3693.5
14000.0,7500.0,0.05,3240.0,3270.0,3230.0
14000.0,7500.0,0.1,2689.0,2590.0,2670.0
14000.0,7500.0,0.15,2350.0,2336.0,2365.0
14000.0,7500.0,0.2,2270.0,2310.0,2270.0
14000.0,7500.0,0.25,2120.0,2123.0,2110.0
14000.0,7500.0,0.3,1836.0,1819.0,1845.0
14000.0,7500.0,0.35,1638.0,1642.0,1642.0
14000.0,7500.0,0.4,1433.0,1429.0,1435.0
14000.0,7500.0,0.45,1216.0,1211.0,1219.5
14000.0,7500.0,0.5,1013.0,1008.0,1015.5
14000.0,7500.0,0.6,666.0,663.0,667.5
14000.0,7500.0,0.7,347.0,345.0,347.0
14000.0,7500.0,0.8,148.0,146.0,148.0
14000.0,7500.0,0.9,70.0,70.0,70.0
14000.0,8000.0,-0.5,12874.0,12880.0,12934.0
14000.0,8000.0,-0.4,10581.0,10844.0,11062.0
14000.0,8000.0,-0.3,8108.0,8223.0,8680.5
14000.0,8000.0,-0.2,6231.0,6274.0,6848.5
14000.0,8000.0,-0.15,5878.0,5619.0,6222.5
14000.0,8000.0,-0.1,5214.0,4732.0,5383.5
14000.0,8000.0,-0.05,4370.0,4046.0,4294.5
14000.0,8000.0,0.0,3809.0,3709.0,3860.5
14000.0,8000.0,0.05,3276.0,3198.0,3266.5
14000.0,8000.0,0.1,2806.0,2617.0,2806.0
14000.0,8000.0,0.15,2508.0,2405.0,2551.5
14000.0,8000.0,0.2,2342.0,2303.0,2385.5
14000.0,8000.0,0.25,2217.0,2136.0,2232.0
14000.0,8000.0,0.3,2033.0,2036.0,2040.0
14000.0,8000.0,0.35,1803.0,1796.0,1809.0
14000.0,8000.0,0.4,1565.0,1572.0,1570.0
14000.0,8000.0,0.45,1338.0,1346.0,1344.0
14000.0,8000.0,0.5,1116.0,1122.0,1120.0
14000.0,8000.0,0.6,733.0,729.0,733.0
14000.0,8000.0,0.7,376.0,374.0,376.5
14000.0,8000.0,0.8,159.0,158.0,159.0
14000.0,8000.0,0.9,75.0,74.0,75.0
15000.0,0.0,-0.5,3199.0,3217.0,3187.0
15000.0,0.0,-0.4,3087.0,3109.0,3076.0
15000.0,0.0,-0.3,2977.0,3001.0,2965.5
15000.0,0.0,-0.2,2871.0,2896.0,2858.0
15000.0,0.0,-0.15,2814.0,2840.0,2801.0
15000.0,0.0,-0.1,2746.0,2774.0,2732.5
15000.0,0.0,-0.05,2646.0,2674.0,2631.5
15000.0,0.0,0.0,2481.0,2511.0,2465.0
15000.0,0.0,0.05,2127.0,2155.0,2110.0
15000.0,0.0,0.1,1772.0,1797.0,1757.5
15000.0,0.0,0.15,1490.0,1508.0,1477.5
15000.0,0.0,0.2,1258.0,1273.0,1247.5
15000.0,0.0,0.25,1091.0,1104.0,1082.5
15000.0,0.0,0.3,958.0,971.0,947.5
15000.0,0.0,0.35,855.0,867.0,852.0
15000.0,0.0,0.4,776.0,789.0,769.0
15000.0,0.0,0.45,717.0,729.0,702.0
15000.0,0.0,0.5,681.0,686.0,665.5
15000.0,0.0,0.6,577.0,582.0,560.0
15000.0,0.0,0.7,369.0,371.0,350.5
15000.0,0.0,0.8,188.0,191.0,183.5
15000.0,0.0,0.9,106.0,102.0,102.5
15000.0,50.0,-0.5,3466.0,3486.0,3454.5
15000.0,50.0,-0.4,3358.0,3380.0,3345.0
15000.0,50.0,-0.3,3256.0,3284.0,3243.0
15000.0,50.0,-0.2,3140.0,3170.0,3125.0
15000.0,50.0,-0.15,3077.0,3108.0,3061.5
15000.0,50.0,-0.1,3012.0,3032.0,2986.5
15000.0,50.0,-0.05,2910.0,2927.0,2887.0
15000.0,50.0,0.0,2744.0,2772.0,2729.5
15000.0,50.0,0.05,2418.0,2433.0,2399.5
15000.0,50.0,0.1,2086.0,2100.0,2078.5
15000.0,50.0,0.15,1828.0,1831.0,1819.0
15000.0,50.0,0.2,1557.0,1626.0,1585.0
15000.0,50.0,0.25,1397.0,1446.0,1399.0
15000.0,50.0,0.3,1232.0,1280.0,1247.5
15000.0,50.0,0.35,1091.0,1063.0,1106.0
15000.0,50.0,0.4,984.0,1019.0,998.0
15000.0,50.0,0.45,945.0,970.0,928.0
15000.0,50.0,0.5,840.0,838.0,840.0
15000.0,50.0,0.6,710.0,750.0,679.5
15000.0,50.0,0.7,496.0,509.0,478.0
15000.0,50.0,0.8,253.0,271.0,264.5
15000.0,50.0,0.9,155.0,161.0,165.0
15000.0,100.0,-0.5,3868.0,3850.0,3839.0
15000.0,100.0,-0.4,3711.0,3717.0,3684.0
15000.0,100.0,-0.3,3574.0,3600.0,3525.5
15000.0,100.0,-0.2,3417.0,3485.0,3361.0
15000.0,100.0,-0.15,3330.0,3381.0,3257.0
15000.0,100.0,-0.1,3208.0,3267.0,3152.0
15000.0,100.0,-0.05,3086.0,3155.0,3043.5
15000.0,100.0,0.0,2879.0,3006.0,2878.5
15000.0,100.0,0.05,2589.0,2701.0,2620.0
15000.0,100.0,0.1,2323.0,2416.0,2344.0
15000.0,100.0,0.15,2080.0,2069.0,2049.0
15000.0,100.0,0.2,1783.0,1764.0,1775.5
15000.0,100.0,0.25,1590.0,1617.0,1605.0
15000.0,100.0,0.3,1430.0,1370.0,1414.5
15000.0,100.0,0.35,1294.0,1312.0,1311.0
15000.0,100.0,0.4,1158.0,1095.0,1143.0
15000.0,100.0,0.45,1046.0,1103.0,1072.0
15000.0,100.0,0.5,908.0,891.0,934.5
15000.0,100.0,0.6,705.0,729.0,714.0
15000.0,100.0,0.7,498.0,510.0,506.5
15000.0,100.0,0.8,274.0,303.0,293.0
15000.0,100.0,0.9,174.0,171.0,185.0
15000.0,300.0,-0.5,4084.0,4032.0,4045.5
15000.0,300.0,-0.4,3904.0,3889.0,3866.5
15000.0,300.0,-0.3,3740.0,3756.0,3694.0
15000.0,300.0,-0.2,3529.0,3619.0,3492.5
15000.0,300.0,-0.15,3418.0,3481.0,3357.5
15000.0,300.0,-0.1,3247.0,3341.0,3209.5
15000.0,300.0,-0.05,3099.0,3214.0,3090.5
15000.0,300.0,0.0,2924.0,3088.0,2943.0
15000.0,300.0,0.05,2658.0,2743.0,2705.0
15000.0,300.0,0.1,2379.0,2502.0,2453.5
15000.0,300.0,0.15,2094.0,2115.0,2133.5
15000.0,300.0,0.2,1864.0,1899.0,1909.0
15000.0,300.0,0.25,1712.0,1806.0,1766.0
15000.0,300.0,0.3,1578.0,1595.0,1603.5
15000.0,300.0,0.35,1392.0,1522.0,1454.0
15000.0,300.0,0.4,1238.0,1352.0,1305.0
15000.0,300.0,0.45,1100.0,1110.0,1163.5
15000.0,300.0,0.5,940.0,936.0,1001.0
15000.0,300.0,0.6,684.0,688.0,730.0
15000.0,300.0,0.7,493.0,521.0,539.0
15000.0,300.0,0.8,279.0,286.0,303.0
15000.0,300.0,0.9,186.0,185.0,190.5
15000.0,500.0,-0.5,4264.0,4194.0,4220.5
15000.0,500.0,-0.4,4017.0,3993.0,3978.5
15000.0,500.0,-0.3,3798.0,3885.0,3785.0
15000.0,500.0,-0.2,3541.0,3631.0,3514.0
15000.0,500.0,-0.15,3396.0,3466.0,3355.0
15000.0,500.0,-0.1,3201.0,3304.0,3182.0
15000.0,500.0,-0.05,3039.0,3176.0,3047.0
15000.0,500.0,0.0,2886.0,3023.0,2891.5
15000.0,500.0,0.05,2641.0,2768.0,2709.0
15000.0,500.0,0.1,2341.0,2392.0,2410.5
15000.0,500.0,0.15,2047.0,2155.0,2141.0
15000.0,500.0,0.2,1816.0,1905.0,1842.0
15000.0,500.0,0.25,1580.0,1642.0,1615.5
15000.0,500.0,0.3,1395.0,1329.0,1410.0
15000.0,500.0,0.35,1148.0,1263.0,1237.0
15000.0,500.0,0.4,1044.0,1088.0,1099.5
15000.0,500.0,0.45,896.0,821.0,940.0
15000.0,500.0,0.5,652.0,851.0,807.5
15000.0,500.0,0.6,408.0,1.0,355.5
15000.0,500.0,0.7,346.0,245.0,292.0
15000.0,500.0,0.8,148.0,142.0,159.5
15000.0,500.0,0.9,95.0,68.0,104.5
15000.0,750.0,-0.5,4699.0,4613.0,4634.0
15000.0,750.0,-0.4,4411.0,4680.0,4364.5
15000.0,750.0,-0.3,4119.0,4236.0,4037.5
15000.0,750.0,-0.2,3652.0,3686.0,3584.0
15000.0,750.0,-0.15,3388.0,3345.0,3360.5
15000.0,750.0,-0.1,3087.0,3098.0,3107.5
15000.0,750.0,-0.05,2889.0,3056.0,2925.5
15000.0,750.0,0.0,2673.0,2820.0,2721.5
15000.0,750.0,0.05,2403.0,2699.0,2546.0
15000.0,750.0,0.1,2191.0,2320.0,2245.0
15000.0,750.0,0.15,1895.0,1990.0,1940.0
15000.0,750.0,0.2,1483.0,1604.0,1564.5
15000.0,750.0,0.25,1262.0,1368.0,1352.0
15000.0,750.0,0.3,1093.0,1103.0,1155.0
15000.0,750.0,0.35,882.0,937.0,955.5
15000.0,750.0,0.4,741.0,714.0,789.5
15000.0,750.0,0.45,627.0,558.0,673.5
15000.0,750.0,0.5,449.0,286.0,467.0
15000.0,750.0,0.6,255.0,258.0,247.0
15000.0,750.0,0.7,120.0,113.0,142.5
15000.0,750.0,0.8,88.0,67.0,84.0
