TestID,Diameter,Perimeter,Area,Length,Pressure,Power,MassFlux,MassFlow,EquilibriumQuality,InletTemperature,InletEnthalpy,HeatFlux,Fluid,Source,WallPower,WallMesh
483,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,22926.41,1986.1,0.0974,0.11,320.112,1455630.58,2052800,water,Zenkevich,1,0.225
484,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,61518.69,2788.9,0.1367,-0.163,221.018,951088.88,5508300,water,Zenkevich,1,0.225
485,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,54458.05,2775,0.136,-0.123,241.029,1043050.68,4876100,water,Zenkevich,1,0.225
486,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,48640.45,2777.8,0.1362,-0.074,261.035,1138152.98,4355200,water,Zenkevich,1,0.225
487,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,41138.66,2780.6,0.1363,-0.037,280.04,1232586.98,3683500,water,Zenkevich,1,0.225
488,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,33356.55,2777.8,0.1362,0.009,300.059,1338468.58,2986700,water,Zenkevich,1,0.225
489,0.0079,0.0248,4.9017e-05,0.45,1.400e+07,27389.29,2777.8,0.1362,0.055,316.098,1430893.08,2452400,water,Zenkevich,1,0.225
490,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,39173.03,997.2,0.0489,-0.438,138.953,595706.37,3507500,water,Zenkevich,1,0.225
491,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,36556.28,1000,0.049,-0.394,159.959,685117.37,3273200,water,Zenkevich,1,0.225
492,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,32474.25,1008.3,0.0494,-0.285,199.99,858767.07,2907700,water,Zenkevich,1,0.225
493,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,30498.56,1000,0.049,-0.221,219.006,943368.67,2730800,water,Zenkevich,1,0.225
494,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,27590.32,1000,0.049,-0.174,240.018,1039104.17,2470400,water,Zenkevich,1,0.225
495,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,24239.81,1002.8,0.0492,-0.135,261.023,1137980.27,2170400,water,Zenkevich,1,0.225
496,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,22926.41,1011.1,0.0496,-0.061,279.024,1226181.17,2052800,water,Zenkevich,1,0.225
497,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,20138.79,1011.1,0.0496,0,299.034,1329608.57,1803200,water,Zenkevich,1,0.225
498,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,17209.33,1002.8,0.0492,0.087,321.086,1454047.67,1540900,water,Zenkevich,1,0.225
499,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,13288.12,1002.8,0.0492,0.146,340.171,1578860.77,1189800,water,Zenkevich,1,0.225
500,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,34669.95,1000,0.049,-0.546,140.953,604181.37,3104300,water,Zenkevich,1,0.225
501,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,34168.49,1000,0.049,-0.456,159.959,685117.37,3059400,water,Zenkevich,1,0.225
502,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,34168.49,1000,0.049,-0.351,178.972,766964.87,3059400,water,Zenkevich,1,0.225
503,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,48269.66,2016.7,0.0989,-0.384,220.006,947869.67,4322000,water,Zenkevich,1,0.225
504,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,44910.22,2013.9,0.0987,-0.316,239.017,1034481.97,4021200,water,Zenkevich,1,0.225
505,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,39404.21,2005.6,0.0983,-0.27,258.022,1123621.37,3528200,water,Zenkevich,1,0.225
506,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,35843.74,2002.8,0.0982,-0.185,279.024,1226181.17,3209400,water,Zenkevich,1,0.225
507,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,30688.42,1997.2,0.0979,-0.118,299.034,1329608.57,2747800,water,Zenkevich,1,0.225
508,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,24711.12,1983.3,0.0972,-0.034,321.086,1454047.67,2212600,water,Zenkevich,1,0.225
509,0.0079,0.0248,4.9017e-05,0.45,1.800e+07,23478.13,1994.4,0.0978,0.012,329.12,1503803.37,2102200,water,Zenkevich,1,0.225
510,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,51823.68,1005.6,0.0493,0.114,120.097,510475.8,4176200,water,Zenkevich,1,0.25
511,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,53157.68,1000,0.049,0.203,140.094,595253.7,4283700,water,Zenkevich,1,0.25
512,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,50109.96,1005.6,0.0493,0.217,160.098,680887.2,4038100,water,Zenkevich,1,0.25
513,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,49611.1,1005.6,0.0493,0.209,160.098,680887.2,3997900,water,Zenkevich,1,0.25
514,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,47201.22,997.2,0.0489,0.244,180.108,767628.7,3803700,water,Zenkevich,1,0.25
515,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,47639.27,1000,0.049,0.249,180.108,767628.7,3839000,water,Zenkevich,1,0.25
516,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,41562.44,1005.6,0.0493,0.215,199.121,851345.4,3349300,water,Zenkevich,1,0.25
517,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,42339.26,1000,0.049,0.23,199.121,851345.4,3411900,water,Zenkevich,1,0.25
518,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,41293.16,1000,0.049,0.276,217.133,932164.8,3327600,water,Zenkevich,1,0.25
519,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,38723.19,1005.6,0.0493,0.246,221.136,950364.6,3120500,water,Zenkevich,1,0.25
520,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,37696.94,1000,0.049,0.297,239.143,1033578.9,3037800,water,Zenkevich,1,0.25
521,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,36799.75,1005.6,0.0493,0.284,240.143,1038273.1,2965500,water,Zenkevich,1,0.25
522,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,35435.97,1005.6,0.0493,0.332,259.147,1129220.4,2855600,water,Zenkevich,1,0.25
523,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,36750.12,1000,0.049,0.362,261.147,1139015.9,2961500,water,Zenkevich,1,0.25
524,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,33572.1,1000,0.049,0.386,280.151,1234822.8,2705400,water,Zenkevich,1,0.25
525,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,32516.07,1005.6,0.0493,0.367,280.151,1234822.8,2620300,water,Zenkevich,1,0.25
526,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,29498.13,1005.6,0.0493,0.403,300.169,1343202.5,2377100,water,Zenkevich,1,0.25
527,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,30304.73,1000,0.049,0.418,300.169,1343202.5,2442100,water,Zenkevich,1,0.25
528,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,64893.15,1505.6,0.0738,0.048,140.094,595253.7,5229400,water,Zenkevich,1,0.25
529,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,61038.82,1513.9,0.0742,0.073,161.098,685195.5,4918800,water,Zenkevich,1,0.25
530,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,55967.14,1505.6,0.0738,0.087,180.108,767628.7,4510100,water,Zenkevich,1,0.25
531,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,50657.21,1502.8,0.0737,0.101,200.122,855793.2,4082200,water,Zenkevich,1,0.25
532,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,45856.05,1502.8,0.0737,0.12,220.135,945805.8,3695300,water,Zenkevich,1,0.25
533,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,43892.9,1502.8,0.0737,0.173,241.144,1042975.5,3537100,water,Zenkevich,1,0.25
534,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,40795.54,1502.8,0.0737,0.211,260.147,1134112.3,3287500,water,Zenkevich,1,0.25
535,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,36072.57,1500,0.0735,0.235,279.15,1229636.9,2906900,water,Zenkevich,1,0.25
536,0.0079,0.0248,4.9017e-05,0.5,1.000e+07,31162.21,1500,0.0735,0.271,300.169,1343202.5,2511200,water,Zenkevich,1,0.25
537,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,40078.29,1000,0.049,-0.145,140.967,601596.28,3229700,water,Zenkevich,1,0.25
538,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,38394.35,1000,0.049,-0.113,156.971,669876.68,3094000,water,Zenkevich,1,0.25
539,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,37875.64,997.2,0.0489,-0.056,172.979,738808.58,3052200,water,Zenkevich,1,0.25
540,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,35355.31,1008.3,0.0494,-0.001,200.001,857012.48,2849100,water,Zenkevich,1,0.25
541,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,32476.36,1008.3,0.0494,0.024,219.017,942031.08,2617100,water,Zenkevich,1,0.25
542,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,31798.81,1008.3,0.0494,0.097,239.028,1033729.58,2562500,water,Zenkevich,1,0.25
543,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,27834.04,997.2,0.0489,0.112,258.034,1123643.98,2243000,water,Zenkevich,1,0.25
544,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,25254.15,997.2,0.0489,0.165,280.04,1232586.98,2035100,water,Zenkevich,1,0.25
545,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,22006.64,997.2,0.0489,0.202,300.059,1338468.58,1773400,water,Zenkevich,1,0.25
546,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,19874.72,1008.3,0.0494,0.267,320.112,1455630.58,1601600,water,Zenkevich,1,0.25
547,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,66727.24,1525,0.0748,-0.083,138.966,593100.88,5377200,water,Zenkevich,1,0.25
548,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,64893.15,1513.9,0.0742,-0.096,139.967,597347.48,5229400,water,Zenkevich,1,0.25
549,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,57920.37,1513.9,0.0742,-0.103,159.972,682748.08,4667500,water,Zenkevich,1,0.25
550,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,61736.22,1505.6,0.0738,-0.051,159.972,682748.08,4975000,water,Zenkevich,1,0.25
551,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,47449.41,1513.9,0.0742,-0.154,179.985,769205.78,3823700,water,Zenkevich,1,0.25
552,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,46862.45,1505.6,0.0738,-0.154,180.985,773561.38,3776400,water,Zenkevich,1,0.25
553,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,45905.69,1513.9,0.0742,-0.095,199,852584.78,3699300,water,Zenkevich,1,0.25
554,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,43753.92,1505.6,0.0738,-0.115,200.001,857012.48,3525900,water,Zenkevich,1,0.25
555,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,40296.69,1502.8,0.0737,-0.074,220.017,946557.28,3247300,water,Zenkevich,1,0.25
556,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,40565.97,1513.9,0.0742,-0.075,220.017,946557.28,3269000,water,Zenkevich,1,0.25
557,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,38134.99,1502.8,0.0737,-0.024,238.028,1029080.28,3073100,water,Zenkevich,1,0.25
558,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,37019.4,1513.9,0.0742,-0.038,239.028,1033729.58,2983200,water,Zenkevich,1,0.25
559,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,34031.24,1513.9,0.0742,0.018,260.035,1133305.98,2742400,water,Zenkevich,1,0.25
560,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,35565.03,1502.8,0.0737,0.041,260.035,1133305.98,2866000,water,Zenkevich,1,0.25
561,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,31998.6,1500,0.0735,0.084,279.04,1227490.98,2578600,water,Zenkevich,1,0.25
562,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,29686.75,1513.9,0.0742,0.056,280.04,1232586.98,2392300,water,Zenkevich,1,0.25
563,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,27605.71,1513.9,0.0742,0.129,300.059,1338468.58,2224600,water,Zenkevich,1,0.25
564,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,26130.24,1500,0.0735,0.114,300.059,1338468.58,2105700,water,Zenkevich,1,0.25
565,0.0079,0.0248,4.9017e-05,0.5,1.400e+07,21368.8,1502.8,0.0737,0.162,320.112,1455630.58,1722000,water,Zenkevich,1,0.25
566,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,29836.9,1000,0.049,-0.335,200.991,863179.97,2404400,water,Zenkevich,1,0.25
567,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,29228.84,1000,0.049,-0.237,221.007,952375.77,2355400,water,Zenkevich,1,0.25
568,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,26797.86,1000,0.049,-0.189,240.018,1039104.17,2159500,water,Zenkevich,1,0.25
569,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,24865.74,1000,0.049,-0.119,260.022,1133184.27,2003800,water,Zenkevich,1,0.25
570,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,21816.77,1002.8,0.0492,-0.075,280.024,1231199.07,1758100,water,Zenkevich,1,0.25
571,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,19615.37,1002.8,0.0492,0.001,300.035,1334977.67,1580700,water,Zenkevich,1,0.25
572,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,16985.84,1002.8,0.0492,0.077,320.083,1448039.47,1368800,water,Zenkevich,1,0.25
573,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,13837.6,1002.8,0.0492,0.172,341.175,1586217.57,1115100,water,Zenkevich,1,0.25
574,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,50298.58,1511.1,0.0741,-0.582,139.953,599942.37,4053300,water,Zenkevich,1,0.25
575,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,49202.84,1508.3,0.0739,-0.49,159.959,685117.37,3965000,water,Zenkevich,1,0.25
576,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,44760.31,1508.3,0.0739,-0.456,179.973,771301.97,3607000,water,Zenkevich,1,0.25
577,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,42478.24,1505.6,0.0738,-0.388,198.989,854358.47,3423100,water,Zenkevich,1,0.25
578,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,39052.04,1505.6,0.0738,-0.322,221.007,952375.77,3147000,water,Zenkevich,1,0.25
579,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,35774.74,1508.3,0.0739,-0.269,240.018,1039104.17,2882900,water,Zenkevich,1,0.25
580,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,32626.51,1505.6,0.0738,-0.202,260.022,1133184.27,2629200,water,Zenkevich,1,0.25
581,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,28840.43,1494.4,0.0733,-0.139,280.024,1231199.07,2324100,water,Zenkevich,1,0.25
582,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,25822.49,1508.3,0.0739,-0.056,301.036,1340369.27,2080900,water,Zenkevich,1,0.25
583,0.0079,0.0248,4.9017e-05,0.5,1.800e+07,22624.62,1513.9,0.0742,0.025,320.083,1448039.47,1823200,water,Zenkevich,1,0.25
584,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,1603.43,3019.7,0.1545,0.838,284.91,2518749.94,97300,water,Bertoletti,1,0.325
585,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,1997.28,3008.1,0.1539,0.789,284.91,2441849.94,121200,water,Bertoletti,1,0.325
586,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,2595.48,3005.8,0.1537,0.707,285.008,2314669.02,157500,water,Bertoletti,1,0.325
587,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,3594.12,3012.7,0.1541,0.629,285.106,2190387.68,218100,water,Bertoletti,1,0.325
588,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,5528.78,3008.1,0.1539,0.558,285.106,2070887.68,335500,water,Bertoletti,1,0.325
589,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,9213.53,3015.1,0.1542,0.474,285.106,1919387.68,559100,water,Bertoletti,1,0.325
590,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,13081.21,3019.7,0.1545,0.408,285.106,1795787.68,793800,water,Bertoletti,1,0.325
591,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,18395.76,3019.7,0.1545,0.35,285.106,1674387.68,1116300,water,Bertoletti,1,0.325
592,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,21449.36,3005.8,0.1537,0.314,285.008,1598069.02,1301600,water,Bertoletti,1,0.325
593,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,27622.48,3008.1,0.1539,0.274,285.106,1498587.68,1676200,water,Bertoletti,1,0.325
594,0.00807,0.0254,5.1149e-05,0.65,6.920e+06,34136.71,3008.1,0.1539,0.228,285.203,1387405.93,2071500,water,Bertoletti,1,0.325
595,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,42722.39,3019.7,0.1545,0.198,285.008,1286969.02,2592500,water,Bertoletti,1,0.325
596,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,45965.5,3015.1,0.1542,0.169,277.614,1223087.68,2789300,water,Bertoletti,1,0.325
597,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,4136.29,3905.3,0.1998,0.581,285.008,2119469.02,251000,water,Bertoletti,1,0.325
598,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,5790.8,3905.3,0.1998,0.518,285.106,2017187.68,351400,water,Bertoletti,1,0.325
599,0.00807,0.0254,5.1149e-05,0.65,6.920e+06,8803.2,3917.2,0.2004,0.452,285.203,1902605.93,534200,water,Bertoletti,1,0.325
600,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,12758.22,3912.5,0.2001,0.391,285.106,1789787.68,774200,water,Bertoletti,1,0.325
601,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,18959.35,3936.2,0.2013,0.335,285.008,1675869.02,1150500,water,Bertoletti,1,0.325
602,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,20696.26,3905.3,0.1998,0.322,285.008,1646469.02,1255900,water,Bertoletti,1,0.325
603,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,27095.14,3905.3,0.1998,0.286,285.008,1560569.02,1644200,water,Bertoletti,1,0.325
604,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,31824.68,3919.6,0.2005,0.254,284.91,1487749.94,1931200,water,Bertoletti,1,0.325
605,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,36887.1,3924.3,0.2007,0.216,284.91,1406249.94,2238400,water,Bertoletti,1,0.325
606,0.00807,0.0254,5.1149e-05,0.65,6.880e+06,41789.66,3922,0.2006,0.184,284.812,1333330.44,2535900,water,Bertoletti,1,0.325
607,0.00807,0.0254,5.1149e-05,0.65,6.870e+06,45960.56,3910.1,0.2,0.155,284.714,1268010.53,2789000,water,Bertoletti,1,0.325
608,0.00807,0.0254,5.1149e-05,0.65,6.870e+06,46151.72,3917.2,0.2004,0.125,277.135,1220610.53,2800600,water,Bertoletti,1,0.325
609,0.00807,0.0254,5.1149e-05,0.65,6.870e+06,51057.58,3929.1,0.201,0.087,261.467,1141010.53,3098300,water,Bertoletti,1,0.325
610,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,1348,2194,0.1122,0.896,285.008,2605069.02,81800,water,Bertoletti,1,0.325
611,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,2073.09,2182.3,0.1116,0.803,285.106,2458687.68,125800,water,Bertoletti,1,0.325
612,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,3679.81,2212.3,0.1132,0.691,285.008,2274769.02,223300,water,Bertoletti,1,0.325
613,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,5639.19,2222,0.1137,0.61,285.008,2135769.02,342200,water,Bertoletti,1,0.325
614,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,8012.2,2219.7,0.1135,0.545,285.008,2016269.02,486200,water,Bertoletti,1,0.325
615,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,11148.2,2217.3,0.1134,0.468,285.106,1872287.68,676500,water,Bertoletti,1,0.325
616,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,16156.23,2217.3,0.1134,0.417,284.91,1750549.94,980400,water,Bertoletti,1,0.325
617,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,21291.16,2219.7,0.1135,0.374,285.008,1642369.02,1292000,water,Bertoletti,1,0.325
618,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,23265.37,2219.7,0.1135,0.376,285.008,1627369.02,1411800,water,Bertoletti,1,0.325
619,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,31153.97,2222,0.1137,0.34,284.91,1503749.94,1890500,water,Bertoletti,1,0.325
620,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,35489.66,2224.3,0.1138,0.304,284.91,1411649.94,2153600,water,Bertoletti,1,0.325
621,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,42644.94,2222,0.1137,0.275,285.008,1305169.02,2587800,water,Bertoletti,1,0.325
622,0.00807,0.0254,5.1149e-05,0.65,6.880e+06,44887.76,2205.7,0.1128,0.264,284.812,1265430.44,2723900,water,Bertoletti,1,0.325
623,0.00807,0.0254,5.1149e-05,0.65,6.880e+06,51082.3,2217.3,0.1134,0.208,259.086,1129230.44,3099800,water,Bertoletti,1,0.325
624,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,1797.88,1492,0.0763,0.856,285.106,2533487.68,109100,water,Bertoletti,1,0.325
625,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,4520.25,1499,0.0767,0.754,285.008,2343069.02,274300,water,Bertoletti,1,0.325
626,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,7502.99,1499.5,0.0767,0.681,285.008,2194469.02,455300,water,Bertoletti,1,0.325
627,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,9737.57,1501,0.0768,0.607,285.008,2054469.02,590900,water,Bertoletti,1,0.325
628,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,15050.48,1501.5,0.0768,0.533,285.008,1873869.02,913300,water,Bertoletti,1,0.325
629,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,21134.61,1496.6,0.0765,0.49,285.008,1729669.02,1282500,water,Bertoletti,1,0.325
630,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,29273.69,1496.6,0.0765,0.482,284.91,1610749.94,1776400,water,Bertoletti,1,0.325
631,0.00807,0.0254,5.1149e-05,0.65,6.910e+06,34553.64,1499,0.0767,0.429,285.106,1463387.68,2096800,water,Bertoletti,1,0.325
632,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,38157.64,1499.6,0.0767,0.394,285.008,1363969.02,2315500,water,Bertoletti,1,0.325
633,0.00807,0.0254,5.1149e-05,0.65,6.900e+06,41768.24,1497.6,0.0766,0.36,285.008,1265969.02,2534600,water,Bertoletti,1,0.325
634,0.00807,0.0254,5.1149e-05,0.65,6.920e+06,48429.14,1501.5,0.0768,0.338,262.876,1148005.93,2938800,water,Bertoletti,1,0.325
635,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,2557.58,1097.2,0.0561,0.901,284.91,2579349.94,155200,water,Bertoletti,1,0.325
636,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,6871.84,1097.2,0.0561,0.776,284.91,2313349.94,417000,water,Bertoletti,1,0.325
637,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,11528.87,1094.8,0.056,0.686,284.91,2094949.94,699600,water,Bertoletti,1,0.325
638,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,17070.83,1097.2,0.0561,0.634,284.91,1919349.94,1035900,water,Bertoletti,1,0.325
639,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,22907.77,1097.2,0.0561,0.597,284.91,1759949.94,1390100,water,Bertoletti,1,0.325
640,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,25913.58,1097.2,0.0561,0.566,284.91,1659849.94,1572500,water,Bertoletti,1,0.325
641,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,29365.98,1099.5,0.0562,0.534,284.91,1551149.94,1782000,water,Bertoletti,1,0.325
642,0.00807,0.0254,5.1149e-05,0.65,6.870e+06,30450.31,1099.5,0.0562,0.474,284.714,1441310.53,1847800,water,Bertoletti,1,0.325
643,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,26396.42,1101.9,0.0564,0.355,284.91,1333649.94,1601800,water,Bertoletti,1,0.325
644,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,39644.07,1097.2,0.0561,0.449,280.859,1240149.94,2405700,water,Bertoletti,1,0.325
645,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,36585.53,1097.2,0.0561,0.426,284.482,1259449.94,2220100,water,Bertoletti,1,0.325
646,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,29222.61,1099.5,0.0562,0.363,284.91,1294449.94,1773300,water,Bertoletti,1,0.325
647,0.00807,0.0254,5.1149e-05,0.65,6.890e+06,50525.3,1097.2,0.0561,0.415,231.165,995749.94,3066000,water,Bertoletti,1,0.325
648,0.006,0.0188,2.8274e-05,0.0613,6.000e+05,17332.17,5036.6,0.1424,-0.1788,42.036,175943.51,15000000,water,Kinoshita,1,0.03065
649,0.006,0.0188,2.8274e-05,0.0617,6.000e+05,17561.57,4994.4,0.1412,-0.1798,40.936,171347.71,15100000,water,Kinoshita,1,0.03085
650,0.006,0.0188,2.8274e-05,0.0618,6.000e+05,17706.52,5013.6,0.1418,-0.1809,40.235,168423.11,15200000,water,Kinoshita,1,0.0309
651,0.006,0.0188,2.8274e-05,0.0622,1.100e+06,20166.01,5041.9,0.1426,-0.2373,39.432,165510.94,17200000,water,Kinoshita,1,0.0311
