dataset,form,model,R2_floored_rand,within_10pct_mean_rand,R2_floored_loso,within_10pct_mean_loso,optimism_gap
M_merged_flow,local,Poly2_Ridge,0.8316695684901394,0.2618156375721532,-1.0,0.0809653420997643,1.8316695684901394
M_merged_flow,local,kNN_k5,0.9585135539142352,0.6116144831205178,-1.0,0.1283366690127536,1.9585135539142353
M_merged_flow,local,RandomForest,0.9789531968781862,0.731012768934756,-1.0,0.2306160754660438,1.9789531968781862
M_merged_flow,local,ExtraTrees,0.98236340566645,0.7826832254679028,-1.0,0.1881178635108379,1.98236340566645
M_merged_flow,local,HistGB,0.9644842614776148,0.5608885779254854,-1.0,0.1421733831492321,1.9644842614776148
M_merged_flow,local,SVR_RBF,0.9532573145789184,0.5523526324995627,-1.0,0.0838762275285171,1.9532573145789183
M_merged_flow,local,MLP,0.9550996633818744,0.5509532971838377,-1.0,0.0052527245417914,1.9550996633818745
M_merged_flow,local,XGBoost,0.9762935749012536,0.6492566031135211,-1.0,0.1781379650168376,1.9762935749012536
M_merged_flow,local,LightGBM,0.9742462929805428,0.638901521777156,-1.0,0.1533353346637871,1.9742462929805429
M_merged_flow,local,CatBoost,0.9599087217347652,0.5288088158124891,-1.0,0.109334792094287,1.9599087217347653
M_merged_flow,reduced,Linear,0.5254503004217718,0.1877208326045128,-1.0,0.1311679827768828,1.5254503004217717
M_merged_flow,reduced,Poly2_Ridge,0.6702260499019084,0.2070316599615183,-1.0,0.1086744366707976,1.6702260499019084
M_merged_flow,reduced,kNN_k5,0.8931822214077927,0.4034283715235263,-1.0,0.1635890778363266,1.8931822214077927
M_merged_flow,reduced,RandomForest,0.9182066269348386,0.4724156025887703,-1.0,0.2379519697628779,1.9182066269348386
M_merged_flow,reduced,ExtraTrees,0.9099075492328867,0.4904320447787301,-1.0,0.2355948104668053,1.9099075492328867
