dataset,study,boiling_mode,fluid,D_m,L_m,P_kPa,G_kg_m2s,X,dHin_kJkg,Ra_um,CA_deg,orient_deg,CHF_kW_m2
Zhao2020,Janssen,flow,water,0.0085,1.829,6870.0,1533,0.2039,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1519,0.1932,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1519,0.1819,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1519,0.1356,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,2346,0.1549,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1533,0.2057,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1533,0.188,,,,,2100.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1533,0.186,,,,,2100.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1533,0.206,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6850.0,2360,0.1352,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6910.0,2346,0.1162,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,2319,0.1074,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6650.0,2292,0.0942,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0085,1.829,6890.0,1926,0.2011,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0127,2.711,6850.0,1519,0.1641,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0127,2.711,6890.0,1533,0.1341,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0127,2.711,6890.0,1546,0.1225,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0127,2.711,6920.0,1519,0.1064,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1519,0.1671,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6870.0,1519,0.1481,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1519,0.1271,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1519,0.123,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6930.0,1519,0.1104,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1546,0.0967,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1533,0.0897,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1519,0.081,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6920.0,1546,0.0935,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1519,0.1205,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1519,0.1681,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,2292,0.1206,,,,,2100.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,2292,0.1018,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,2292,0.0847,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6920.0,2278,0.0632,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,2292,0.0611,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,2292,0.0423,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6780.0,2292,0.0474,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6960.0,2265,0.0629,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,2292,0.0866,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6880.0,2292,0.1263,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1165,0.2085,,,,,1800.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6820.0,1166,0.1743,,,,,2100.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6920.0,1162,0.1498,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6850.0,1165,0.1396,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,2.743,6890.0,1161,0.1396,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,0.159,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,0.1309,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,0.1088,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,0.0752,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1505,0.0642,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,0.0557,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,0.0479,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,0.0233,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6900.0,1519,0.0036,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,2292,0.1086,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,2292,0.0797,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,2265,0.0384,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,2278,0.0109,,,,,4200.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6920.0,2292,-0.0262,,,,,4700.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6920.0,2292,-0.0336,,,,,4900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6920.0,2292,0.0197,,,,,4000.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,2292,0.0448,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,2292,0.1106,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6890.0,1519,-0.0184,,,,,4900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,6910.0,1519,-0.0361,,,,,5100.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,1492,0.1517,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,1519,0.1272,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,1533,0.1056,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,1505,0.0945,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,1519,0.0694,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,1519,0.0459,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,2292,0.1124,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,2265,0.0721,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4160.0,2278,0.0547,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,2278,0.0486,,,,,4500.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,753,0.175,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4130.0,746,0.1467,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4160.0,746,0.1997,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,4160.0,749,0.1329,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5540.0,1519,0.1055,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5540.0,1519,0.0886,,,,,4000.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5580.0,1505,0.0622,,,,,4400.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5580.0,1519,0.0382,,,,,4700.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5510.0,1519,0.1487,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5510.0,1478,0.0196,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5510.0,1519,0.0126,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5510.0,1519,0.0084,,,,,5000.0
Zhao2020,Janssen,flow,water,0.0127,1.778,5510.0,1519,0.0032,,,,,5500.0
Zhao2020,Janssen,flow,water,0.0127,1.778,8270.0,1519,0.1353,,,,,2400.0
Zhao2020,Janssen,flow,water,0.0127,1.778,8270.0,1519,0.0522,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0127,1.778,8270.0,1519,0.0235,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0127,1.778,8300.0,1519,0.0052,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,1.778,8300.0,1519,0.0245,,,,,4000.0
Zhao2020,Janssen,flow,water,0.0127,1.778,8270.0,1519,0.0091,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9650.0,1519,0.0667,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9680.0,1519,0.031,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9650.0,1519,-0.0022,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9650.0,1519,-0.0158,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9510.0,2292,-0.025,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9680.0,2292,0.004,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9680.0,2319,0.0301,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9710.0,2292,0.0509,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9710.0,2292,0.0896,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9680.0,2278,0.1007,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9680.0,2292,0.0297,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,1.778,9680.0,2292,0.0113,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,3038,0.0182,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,3052,-0.0097,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6850.0,770,0.1212,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6920.0,765,0.0324,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6820.0,762,0.0161,,,,,4500.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6920.0,385,0.1917,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6780.0,388,0.2032,,,,,2300.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6920.0,381,0.1594,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6890.0,385,0.1989,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6990.0,382,0.1759,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6870.0,381,0.1505,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6920.0,381,0.1363,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6920.0,385,0.1124,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6890.0,388,0.1077,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6920.0,382,0.0768,,,,,4200.0
Zhao2020,Janssen,flow,water,0.0222,1.778,6920.0,1519,0.0314,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,3052,0.1321,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,3079,0.1129,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,3065,0.0892,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,3092,0.057,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,3065,0.0288,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6870.0,3038,0.0035,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6780.0,3052,-0.0265,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,2306,0.1551,,,,,2300.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,2278,0.1204,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,2278,0.0886,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6960.0,2278,0.0582,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6990.0,2306,0.018,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,2292,0.0025,,,,,4500.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,2278,0.0545,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,2278,0.1145,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,2292,0.1517,,,,,2300.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,1519,0.1988,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,1533,0.1784,,,,,2300.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,1519,0.1494,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,1533,0.1157,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,1533,0.0972,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,1519,0.0865,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6850.0,1533,0.0635,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,3024,0.1334,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,3065,0.1116,,,,,2000.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,3038,0.0893,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,3052,0.061,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6860.0,3052,0.0318,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,3079,0.0088,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,2306,0.1717,,,,,1400.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,2306,0.1011,,,,,1900.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6890.0,2319,0.0824,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6900.0,2306,0.067,,,,,2400.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6920.0,2292,0.0497,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6870.0,2306,0.0496,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0046,1.778,6920.0,2278,0.0321,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,5913,0.0211,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6920.0,2740,0.0416,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6920.0,2767,0.0208,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6750.0,2780,-0.0021,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6920.0,2767,0.0523,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2780,0.0364,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2767,0.0108,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2767,0.0022,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2767,-0.0136,,,,,4000.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2767,-0.0342,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2767,-0.0512,,,,,4500.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2767,-0.0672,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6920.0,2767,-0.0924,,,,,4900.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6850.0,2333,0.0674,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6850.0,2319,0.0412,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6850.0,2319,0.0085,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2319,-0.008,,,,,4200.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2319,-0.0202,,,,,4400.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,2319,-0.0456,,,,,4800.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,5588,0.064,,,,,3000.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,5588,0.0381,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,5615,0.003,,,,,4000.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,5588,-0.0408,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,5642,-0.0742,,,,,4700.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6850.0,2807,0.1136,,,,,2800.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6840.0,2821,0.0893,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6940.0,2807,0.0625,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,2807,0.0476,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6900.0,2807,0.0291,,,,,3600.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,2807,0.0135,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,2794,-0.0007,,,,,4000.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,2794,-0.0117,,,,,4200.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,2807,-0.0329,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,2807,-0.046,,,,,4400.0
Zhao2020,Janssen,flow,water,0.0064,0.914,6890.0,2794,-0.0644,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9690.0,5669,0.0511,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9680.0,5655,0.0329,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9690.0,5615,0.0145,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9680.0,5615,-0.0058,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9680.0,5601,-0.0249,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9650.0,5601,-0.0593,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9650.0,5615,-0.0801,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9610.0,5615,-0.0945,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0064,0.914,9650.0,5615,-0.1167,,,,,4700.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,5533,0.0344,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6910.0,5533,0.0063,,,,,3800.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,5547,-0.0042,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6920.0,5520,-0.0251,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,0.914,6890.0,5520,-0.0383,,,,,4600.0
Zhao2020,Janssen,flow,water,0.0127,0.914,9680.0,5615,0.0183,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0127,0.914,9650.0,5547,-0.0037,,,,,3500.0
Zhao2020,Janssen,flow,water,0.0127,0.914,9710.0,5561,-0.0298,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,0.914,9680.0,5547,-0.0404,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,0.914,9720.0,5520,-0.0512,,,,,4500.0
Zhao2020,Janssen,flow,water,0.0127,0.914,9650.0,5561,0.0275,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,549,0.1723,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6960.0,553,0.1005,,,,,3300.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6980.0,553,0.1058,,,,,4100.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,549,0.1695,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,549,0.1695,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,553,0.1253,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6900.0,549,0.172,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6920.0,553,0.1406,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,553,0.1167,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6920.0,555,0.0886,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,825,0.1234,,,,,2900.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,830,0.1045,,,,,3200.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,827,0.0668,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,833,0.0403,,,,,4500.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,829,-0.0078,,,,,4500.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,833,-0.0762,,,,,4800.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,833,-0.0657,,,,,5300.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,826,-0.0813,,,,,5500.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,815,-0.0943,,,,,5800.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6890.0,834,-0.1332,,,,,6000.0
Zhao2020,Janssen,flow,water,0.0127,0.737,6960.0,551,0.1674,,,,,2700.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,3065,0.1204,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6850.0,3038,0.0254,,,,,3900.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6850.0,3052,0.0176,,,,,4200.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,3052,0.0611,,,,,3400.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,3038,0.0175,,,,,4300.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6990.0,2278,0.047,,,,,3700.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6850.0,2292,0.033,,,,,4000.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,2306,0.1504,,,,,2500.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,1533,0.2072,,,,,2200.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,1546,0.1917,,,,,2100.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,1533,0.1161,,,,,2600.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6920.0,1519,0.1016,,,,,3100.0
Zhao2020,Janssen,flow,water,0.0085,1.778,6890.0,766,0.209,,,,,3300.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,677,0.0692,,,,,1300.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,1344,-0.1005,,,,,2200.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,1356,0.0643,,,,,1600.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,2698,-0.1257,,,,,2300.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,1356,0.1743,,,,,1300.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,2699,0.0446,,,,,2000.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,3637,-0.0345,,,,,2200.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,2693,0.1404,,,,,1200.0
Zhao2020,Mortimore,flow,water,0.005,2.134,13790.0,3467,0.1184,,,,,1400.0
Zhao2020,Mortimore,flow,water,0.005,2.134,11030.0,679,0.2225,,,,,900.0
Zhao2020,Mortimore,flow,water,0.005,2.134,11030.0,1370,0.1031,,,,,1500.0
Zhao2020,Mortimore,flow,water,0.005,2.134,11030.0,2717,-0.0233,,,,,2300.0
Zhao2020,Mortimore,flow,water,0.005,2.134,11030.0,1352,0.1628,,,,,1100.0
Zhao2020,Mortimore,flow,water,0.005,2.134,11030.0,2698,0.0886,,,,,1800.0
Zhao2020,Mortimore,flow,water,0.005,2.134,8270.0,679,0.2073,,,,,1300.0
Zhao2020,Mortimore,flow,water,0.005,2.134,8270.0,1249,0.1869,,,,,1400.0
Zhao2020,Mortimore,flow,water,0.005,2.134,8270.0,1339,0.1869,,,,,1500.0
Zhao2020,Mortimore,flow,water,0.005,2.134,8270.0,2726,0.0627,,,,,2300.0
Zhao2020,Mortimore,flow,water,0.005,2.134,8270.0,2731,0.1601,,,,,1800.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,0,-0.1392,,,,,8100.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,1484,-0.1392,,,,,12900.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,2078,-0.1392,,,,,14700.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,310,-0.0929,,,,,7500.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,912,-0.0929,,,,,8800.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,1277,-0.0929,,,,,9300.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,340,-0.0466,,,,,4300.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,630,-0.0466,,,,,4500.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,882,-0.0466,,,,,5200.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,336,-0.0187,,,,,2100.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,524,-0.0187,,,,,2300.0
Zhao2020,Kossolapov,flow,water,0.015,0.01,100.0,734,-0.0187,,,,,2400.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,1000,-0.0093,,,,,3500.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,1000,-0.0187,,,,,3800.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,1000,-0.0373,,,,,4300.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,1500,-0.0093,,,,,3700.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,1500,-0.0187,,,,,4900.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,1500,-0.0373,,,,,5400.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,2000,-0.0093,,,,,4300.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,2000,-0.0187,,,,,5200.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,100.0,2000,-0.0373,,,,,6100.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,1000,-0.0096,,,,,4000.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,1000,-0.0193,,,,,4900.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,1000,-0.0385,,,,,5200.0
Zhao2020,Richenderfer,flow,water,0.015,0.01,200.0,1500,-0.0096,,,,,5100.0
