TestID,Diameter,Perimeter,Area,Length,Pressure,Power,MassFlux,MassFlow,InletTemperature,InletEnthalpy,HeatFlux,CHFLocation,Shape,Fluid,Source,Continuous,Quality,QualityPosition,WallPower,WallMesh
281,0.0283,0.0889,6.2902e-04,1.19,1.086e+07,205367.2,1342.7,0.8446,255.9,1113395.42,1941100,0.994,outlet,water,Lee(1966),yes,-0.262,0.0,0.165,0.03
282,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,106116.8,373,0.2346,311.5,1405937.07,1003000,1.153,outlet,water,Lee(1966),yes,-0.086,0.0,0.165,0.03
283,0.0283,0.0889,6.2902e-04,1.19,1.197e+07,109925.6,373,0.2346,307.8,1384684.83,1039000,1.153,outlet,water,Lee(1966),yes,-0.088,0.0,0.165,0.03
284,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,132069.4,373,0.2346,287.3,1270973.33,1248300,0.994,outlet,water,Lee(1966),yes,-0.201,0.0,0.165,0.03
285,0.0283,0.0889,6.2902e-04,1.19,1.245e+07,139538.8,668.7,0.4206,288.3,1276210.3,1318900,0.994,outlet,water,Lee(1966),yes,-0.2,0.0,0.165,0.03
286,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,158529.8,674.1,0.424,266.8,1166546.99,1498400,0.914,outlet,water,Lee(1966),yes,-0.291,0.0,0.165,0.03
287,0.0283,0.0889,6.2902e-04,1.19,1.224e+07,120748.9,679.5,0.4274,308.1,1386059.57,1141300,1.073,outlet,water,Lee(1966),yes,-0.097,0.0,0.165,0.03
288,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,160846.9,694.4,0.4368,265.3,1159156.16,1520300,0.914,outlet,water,Lee(1966),yes,-0.293,0.0,0.165,0.03
289,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,123785.3,1014.5,0.6381,305.9,1373110.4,1170000,1.034,outlet,water,Lee(1966),yes,-0.114,0.0,0.165,0.03
290,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,140618,1014.5,0.6381,287.8,1273610.56,1329100,1.034,outlet,water,Lee(1966),yes,-0.199,0.0,0.165,0.03
291,0.0283,0.0889,6.2902e-04,1.19,1.252e+07,122769.6,1331.9,0.8378,308.5,1388004.27,1160400,1.113,outlet,water,Lee(1966),yes,-0.107,0.0,0.165,0.03
292,0.0283,0.0889,6.2902e-04,1.19,1.252e+07,124801,1341.4,0.8438,308.9,1390345.05,1179600,1.073,outlet,water,Lee(1966),yes,-0.105,0.0,0.165,0.03
293,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,151695.2,1345.4,0.8463,292.5,1298708.51,1433800,1.113,outlet,water,Lee(1966),yes,-0.175,0.0,0.165,0.03
294,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,182429.9,1345.4,0.8463,266.2,1163593.96,1724300,0.994,outlet,water,Lee(1966),yes,-0.29,0.0,0.165,0.03
295,0.0283,0.0889,6.2902e-04,1.19,1.238e+07,151695.2,1352.2,0.8506,288.7,1278370.38,1433800,1.073,outlet,water,Lee(1966),yes,-0.195,0.0,0.165,0.03
296,0.0283,0.0889,6.2902e-04,1.19,1.093e+07,129964,367.6,0.2312,296,1318914.44,1228400,NaN,outlet,water,Lee(1966),yes,-0.102,0.0,0.165,0.03
297,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,162010.6,373,0.2346,255.8,1112907.45,1531300,NaN,outlet,water,Lee(1966),yes,-0.272,0.0,0.165,0.03
298,0.0283,0.0889,6.2902e-04,1.19,1.072e+07,169078,668.7,0.4206,276.3,1214690.29,1598100,NaN,outlet,water,Lee(1966),yes,-0.176,0.0,0.165,0.03
299,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,179964.8,689,0.4334,258.1,1124056.35,1701000,NaN,outlet,water,Lee(1966),yes,-0.26,0.0,0.165,0.03
300,0.0283,0.0889,6.2902e-04,1.19,1.072e+07,182429.9,691.7,0.4351,255.7,1112431.18,1724300,NaN,outlet,water,Lee(1966),yes,-0.256,0.0,0.165,0.03
301,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,182429.9,667.3,0.4197,256.2,1114843.38,1724300,NaN,outlet,water,Lee(1966),yes,-0.267,0.0,0.165,0.03
302,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,183667.8,675.4,0.4248,255.2,1110010.21,1736000,NaN,outlet,water,Lee(1966),yes,-0.271,0.0,0.165,0.03
303,0.0283,0.0889,6.2902e-04,1.19,1.100e+07,152816.7,1013.2,0.6373,297.8,1328823.39,1444400,NaN,outlet,water,Lee(1966),yes,-0.097,0.0,0.165,0.03
304,0.0283,0.0889,6.2902e-04,1.19,1.107e+07,146098.4,1340,0.8429,301.6,1350108.52,1380900,NaN,outlet,water,Lee(1966),yes,-0.082,0.0,0.165,0.03
305,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,151695.2,373,0.2346,265.3,1159156.16,1433800,NaN,outlet,water,Lee(1966),yes,-0.293,0.0,0.165,0.03
306,0.0283,0.0889,6.2902e-04,1.19,1.210e+07,122769.6,1006.4,0.633,308,1385671.69,1160400,NaN,outlet,water,Lee(1966),yes,-0.092,0.0,0.165,0.03
307,0.0283,0.0889,6.2902e-04,1.19,1.224e+07,164348.8,1009.1,0.6347,265.7,1161137.28,1553400,NaN,outlet,water,Lee(1966),yes,-0.288,0.0,0.165,0.03
308,0.0283,0.0889,6.2902e-04,1.19,1.231e+07,138999.3,1011.8,0.6364,287.7,1273124.27,1313800,NaN,outlet,water,Lee(1966),yes,-0.196,0.0,0.165,0.03
309,0.0283,0.0889,6.2902e-04,1.19,1.224e+07,164348.8,1011.8,0.6364,265.7,1161137.28,1553400,NaN,outlet,water,Lee(1966),yes,-0.288,0.0,0.165,0.03
310,0.0159,0.05,1.9856e-04,1,8.620e+06,101680.9,1620.8,0.3218,283.5,1253111.81,2035600,0.951,middle(1),water,Lee(1966),yes,-0.066,0.0,0.727,0.025
311,0.0159,0.05,1.9856e-04,1,8.620e+06,100681.9,1630.3,0.3237,283.5,1253111.81,2015600,0.951,middle(1),water,Lee(1966),yes,-0.066,0.0,0.727,0.025
312,0.0159,0.05,1.9856e-04,1,8.620e+06,100681.9,1630.3,0.3237,283.5,1253111.81,2015600,0.951,middle(1),water,Lee(1966),yes,-0.066,0.0,0.727,0.025
313,0.0159,0.05,1.9856e-04,1,8.720e+06,116496.5,1623.5,0.3224,261.2,1139426.75,2332200,0.901,middle(1),water,Lee(1966),yes,-0.151,0.0,0.727,0.025
314,0.0159,0.05,1.9856e-04,1,8.620e+06,116496.5,1623.5,0.3224,261.1,1138946.48,2332200,0.851,middle(1),water,Lee(1966),yes,-0.148,0.0,0.727,0.025
315,0.0159,0.05,1.9856e-04,1,8.620e+06,110792,1620.8,0.3218,264.9,1157772.56,2218000,0.951,middle(1),water,Lee(1966),yes,-0.134,0.0,0.727,0.025
316,0.0159,0.05,1.9856e-04,1,8.620e+06,110492.3,1620.8,0.3218,264.9,1157772.56,2212000,0.951,middle(1),water,Lee(1966),yes,-0.134,0.0,0.727,0.025
317,0.0159,0.05,1.9856e-04,1,8.620e+06,128205.1,1623.5,0.3224,245.3,1062487.91,2566600,0.901,middle(1),water,Lee(1966),yes,-0.202,0.0,0.727,0.025
318,0.0159,0.05,1.9856e-04,1,8.620e+06,128804.5,1623.5,0.3224,245.3,1062487.91,2578600,0.901,middle(1),water,Lee(1966),yes,-0.202,0.0,0.727,0.025
319,0.0159,0.05,1.9856e-04,1,8.620e+06,101181.4,2708.5,0.5378,283.5,1253111.81,2025600,0.951,middle(1),water,Lee(1966),yes,-0.066,0.0,0.727,0.025
320,0.0159,0.05,1.9856e-04,1,8.620e+06,101181.4,2708.5,0.5378,283.5,1253111.81,2025600,0.901,middle(1),water,Lee(1966),yes,-0.066,0.0,0.727,0.025
321,0.0159,0.05,1.9856e-04,1,8.690e+06,133310.1,2705.8,0.5373,261.2,1139430.56,2668800,0.901,middle(1),water,Lee(1966),yes,-0.15,0.0,0.727,0.025
322,0.0159,0.05,1.9856e-04,1,8.690e+06,133809.6,2704.5,0.537,261.2,1139430.56,2678800,0.951,middle(1),water,Lee(1966),yes,-0.15,0.0,0.727,0.025
323,0.0159,0.05,1.9856e-04,1,8.690e+06,120797.3,2712.6,0.5386,265.5,1160748.88,2418300,0.901,middle(1),water,Lee(1966),yes,-0.135,0.0,0.727,0.025
324,0.0159,0.05,1.9856e-04,1,8.660e+06,119898.2,2712.6,0.5386,264.9,1157765.04,2400300,0.851,middle(1),water,Lee(1966),yes,-0.136,0.0,0.727,0.025
325,0.0159,0.05,1.9856e-04,1,1.038e+07,117695.3,1620.8,0.3218,262.1,1143655.14,2356200,0.851,middle(1),water,Lee(1966),yes,-0.217,0.0,0.727,0.025
326,0.0159,0.05,1.9856e-04,1,1.038e+07,117695.3,1620.8,0.3218,262.1,1143655.14,2356200,0.851,middle(1),water,Lee(1966),yes,-0.217,0.0,0.727,0.025
327,0.0159,0.05,1.9856e-04,1,1.038e+07,133509.9,1623.5,0.3224,237.3,1025017.18,2672800,0.851,middle(1),water,Lee(1966),yes,-0.308,0.0,0.727,0.025
328,0.0159,0.05,1.9856e-04,1,1.034e+07,137411.1,1623.5,0.3224,237.4,1025477.24,2750900,0.851,middle(1),water,Lee(1966),yes,-0.306,0.0,0.727,0.025
329,0.0159,0.05,1.9856e-04,1,1.034e+07,137111.4,1623.5,0.3224,237.4,1025477.24,2744900,0.751,middle(1),water,Lee(1966),yes,-0.306,0.0,0.727,0.025
330,0.0159,0.05,1.9856e-04,1,1.034e+07,125802.4,1633,0.3242,250.6,1087884.81,2518500,0.951,middle(1),water,Lee(1966),yes,-0.258,0.0,0.727,0.025
331,0.0159,0.05,1.9856e-04,1,1.034e+07,125502.7,1633,0.3242,250.6,1087884.81,2512500,0.751,middle(1),water,Lee(1966),yes,-0.258,0.0,0.727,0.025
332,0.0159,0.05,1.9856e-04,1,1.034e+07,91875.5,2699,0.5359,296.2,1320571.83,1839300,0.951,middle(1),water,Lee(1966),yes,-0.079,0.0,0.727,0.025
333,0.0159,0.05,1.9856e-04,1,1.034e+07,91875.5,2699,0.5359,296.2,1320571.83,1839300,0.901,middle(1),water,Lee(1966),yes,-0.079,0.0,0.727,0.025
334,0.0159,0.05,1.9856e-04,1,1.041e+07,117395.6,2712.6,0.5386,279.6,1231781.44,2350200,0.851,middle(1),water,Lee(1966),yes,-0.15,0.0,0.727,0.025
335,0.0159,0.05,1.9856e-04,1,1.034e+07,117795.2,2712.6,0.5386,279.7,1232330.14,2358200,0.801,middle(1),water,Lee(1966),yes,-0.147,0.0,0.727,0.025
336,0.0159,0.05,1.9856e-04,1,1.034e+07,139613.9,2635.3,0.5233,267.3,1169393.74,2795000,0.901,middle(1),water,Lee(1966),yes,-0.195,0.0,0.727,0.025
337,0.0159,0.05,1.9856e-04,1,1.034e+07,139214.3,2635.3,0.5233,267.3,1169393.74,2787000,0.851,middle(1),water,Lee(1966),yes,-0.195,0.0,0.727,0.025
338,0.0159,0.05,1.9856e-04,1,1.110e+07,102984.6,3393.5,0.6738,302.1,1352916.66,2061700,0.901,middle(1),water,Lee(1966),yes,-0.081,0.0,0.727,0.025
339,0.0159,0.05,1.9856e-04,1,1.103e+07,102085.5,3393.5,0.6738,302.1,1352998.57,2043700,0.901,middle(1),water,Lee(1966),yes,-0.079,0.0,0.727,0.025
340,0.0159,0.05,1.9856e-04,1,1.117e+07,119398.6,3379.9,0.6711,294.2,1308822.05,2390300,0.901,middle(1),water,Lee(1966),yes,-0.119,0.0,0.727,0.025
341,0.0159,0.05,1.9856e-04,1,1.107e+07,117795.2,3379.9,0.6711,294.2,1308906.12,2358200,0.901,middle(1),water,Lee(1966),yes,-0.115,0.0,0.727,0.025
342,0.0159,0.05,1.9856e-04,1,1.121e+07,120997.1,3379.9,0.6711,294.2,1308788.53,2422300,0.901,middle(1),water,Lee(1966),yes,-0.121,0.0,0.727,0.025
343,0.0159,0.05,1.9856e-04,1,1.100e+07,118394.6,3379.9,0.6711,294.2,1308965.23,2370200,0.901,middle(1),water,Lee(1966),yes,-0.112,0.0,0.727,0.025
344,0.0159,0.05,1.9856e-04,1,1.107e+07,134209.2,3386.7,0.6725,285.5,1262245.49,2686800,0.901,middle(1),water,Lee(1966),yes,-0.153,0.0,0.727,0.025
345,0.0159,0.05,1.9856e-04,1,1.103e+07,133010.4,3386.7,0.6725,285.5,1262268.44,2662800,0.901,middle(1),water,Lee(1966),yes,-0.151,0.0,0.727,0.025
346,0.0159,0.05,1.9856e-04,1,1.241e+07,112290.6,1620.8,0.3218,270.2,1183421.97,2248000,0.901,middle(1),water,Lee(1966),yes,-0.278,0.0,0.727,0.025
347,0.0159,0.05,1.9856e-04,1,1.241e+07,110991.8,1620.8,0.3218,270.2,1183421.97,2222000,0.801,middle(1),water,Lee(1966),yes,-0.278,0.0,0.727,0.025
348,0.0159,0.05,1.9856e-04,1,1.241e+07,121901.2,1630.3,0.3237,256,1113855.64,2440400,0.901,middle(1),water,Lee(1966),yes,-0.337,0.0,0.727,0.025
349,0.0159,0.05,1.9856e-04,1,1.241e+07,123100,1630.3,0.3237,256,1113855.64,2464400,0.751,middle(1),water,Lee(1966),yes,-0.337,0.0,0.727,0.025
350,0.0159,0.05,1.9856e-04,1,1.241e+07,139014.5,1623.5,0.3224,240.3,1039380.03,2783000,0.851,middle(1),water,Lee(1966),yes,-0.401,0.0,0.727,0.025
351,0.0159,0.05,1.9856e-04,1,1.241e+07,137211.3,1623.5,0.3224,240.3,1039380.03,2746900,0.701,middle(1),water,Lee(1966),yes,-0.401,0.0,0.727,0.025
352,0.0159,0.05,1.9856e-04,1,1.245e+07,136212.3,2043.9,0.4058,262.2,1143933.56,2726900,0.801,middle(1),water,Lee(1966),yes,-0.313,0.0,0.727,0.025
353,0.0159,0.05,1.9856e-04,1,1.241e+07,135408,2043.9,0.4058,262,1142960.03,2710800,0.851,middle(1),water,Lee(1966),yes,-0.312,0.0,0.727,0.025
354,0.0159,0.05,1.9856e-04,1,1.252e+07,118794.2,3393.5,0.6738,308.5,1388004.27,2378200,0.901,middle(1),water,Lee(1966),yes,-0.107,0.0,0.727,0.025
355,0.0159,0.05,1.9856e-04,1,1.248e+07,114293.6,3393.5,0.6738,308.5,1388060.53,2288100,0.901,middle(1),water,Lee(1966),yes,-0.105,0.0,0.727,0.025
356,0.0159,0.05,1.9856e-04,1,1.241e+07,141012.6,3393.5,0.6738,294.4,1308898.6,2823000,0.851,middle(1),water,Lee(1966),yes,-0.17,0.0,0.727,0.025
357,0.0159,0.05,1.9856e-04,1,1.241e+07,139913.7,3385.3,0.6722,294.4,1308898.6,2801000,0.901,middle(1),water,Lee(1966),yes,-0.17,0.0,0.727,0.025
358,0.0159,0.05,1.9856e-04,1,1.241e+07,128704.6,3385.3,0.6722,300.3,1341346.96,2576600,0.851,middle(1),water,Lee(1966),yes,-0.142,0.0,0.727,0.025
359,0.0159,0.05,1.9856e-04,1,1.241e+07,128404.9,3398.9,0.6749,300.3,1341346.96,2570600,0.901,middle(1),water,Lee(1966),yes,-0.142,0.0,0.727,0.025
360,0.0159,0.05,1.9856e-04,1,1.245e+07,110991.8,3398.9,0.6749,309.3,1392793.76,2222000,0.851,middle(1),water,Lee(1966),yes,-0.1,0.0,0.727,0.025
361,0.0159,0.05,1.9856e-04,1,1.248e+07,110991.8,3396.2,0.6743,309.3,1392750.09,2222000,0.901,middle(1),water,Lee(1966),yes,-0.101,0.0,0.727,0.025
362,0.0159,0.05,1.9856e-04,1,1.241e+07,125902.3,3396.2,0.6743,270.2,1183421.97,2520500,0.851,middle(1),water,Lee(1966),yes,-0.278,0.0,0.727,0.025
363,0.0159,0.05,1.9856e-04,1,1.241e+07,126701.5,2037.2,0.4045,270.2,1183421.97,2536500,0.851,middle(1),water,Lee(1966),yes,-0.278,0.0,0.727,0.025
364,0.0159,0.05,1.9856e-04,1,1.245e+07,110792,1620.8,0.3218,282.6,1246386.93,2218000,0.851,middle(1),water,Lee(1966),yes,-0.226,0.0,0.727,0.025
365,0.0159,0.05,1.9856e-04,1,1.241e+07,100282.3,1620.8,0.3218,282.6,1246405.42,2007600,0.851,middle(1),water,Lee(1966),yes,-0.224,0.0,0.727,0.025
366,0.0159,0.05,1.9856e-04,1,1.241e+07,115292.6,2034.4,0.4039,282.6,1246405.42,2308100,0.851,middle(1),water,Lee(1966),yes,-0.224,0.0,0.727,0.025
367,0.0159,0.05,1.9856e-04,1,1.241e+07,114992.9,2034.4,0.4039,282.6,1246405.42,2302100,0.951,middle(1),water,Lee(1966),yes,-0.224,0.0,0.727,0.025
368,0.0159,0.05,1.9856e-04,1,1.241e+07,95077.29999999999,2039.9,0.405,299.5,1336892.37,1903400,0.851,middle(1),water,Lee(1966),yes,-0.146,0.0,0.727,0.025
369,0.0159,0.05,1.9856e-04,1,1.241e+07,95077.29999999999,2039.9,0.405,299.5,1336892.37,1903400,0.851,middle(1),water,Lee(1966),yes,-0.146,0.0,0.727,0.025
370,0.0159,0.05,1.9856e-04,1,1.245e+07,104887.8,2039.9,0.405,290.6,1288427.26,2099800,0.901,middle(1),water,Lee(1966),yes,-0.19,0.0,0.727,0.025
371,0.0159,0.05,1.9856e-04,1,1.241e+07,104383.3,2039.9,0.405,290.6,1288454.2,2089700,0.851,middle(1),water,Lee(1966),yes,-0.188,0.0,0.727,0.025
372,0.0159,0.05,1.9856e-04,1,1.241e+07,83268.90000000001,2039.9,0.405,309.3,1392852.1,1667000,0.851,middle(1),water,Lee(1966),yes,-0.098,0.0,0.727,0.025
373,0.0159,0.05,1.9856e-04,1,1.241e+07,83268.90000000001,2039.9,0.405,309.3,1392852.1,1667000,0.851,middle(1),water,Lee(1966),yes,-0.098,0.0,0.727,0.025
374,0.0159,0.05,1.9856e-04,1,1.241e+07,82164.90000000001,2039.9,0.405,309.3,1392852.1,1644900,0.901,middle(1),water,Lee(1966),yes,-0.098,0.0,0.727,0.025
375,0.0159,0.05,1.9856e-04,1,1.241e+07,83069.1,1630.3,0.3237,300.3,1341346.96,1663000,0.851,middle(1),water,Lee(1966),yes,-0.142,0.0,0.727,0.025
376,0.0159,0.05,1.9856e-04,1,1.241e+07,83468.7,1630.3,0.3237,300.3,1341346.96,1671000,0.851,middle(1),water,Lee(1966),yes,-0.142,0.0,0.727,0.025
377,0.0159,0.05,1.9856e-04,1,1.245e+07,94477.90000000001,1616.7,0.321,284.8,1257824.76,1891400,0.951,middle(1),water,Lee(1966),yes,-0.216,0.0,0.727,0.025
378,0.0159,0.05,1.9856e-04,1,1.241e+07,93573.8,1616.7,0.321,284.8,1257845.38,1873300,0.851,middle(1),water,Lee(1966),yes,-0.214,0.0,0.727,0.025
379,0.0159,0.05,1.9856e-04,1,1.241e+07,76060.90000000001,1037.6,0.206,284.8,1257845.38,1522700,0.751,middle(1),water,Lee(1966),yes,-0.214,0.0,0.727,0.025
380,0.0159,0.05,1.9856e-04,1,1.241e+07,74862,1037.6,0.206,284.8,1257845.38,1498700,0.751,middle(1),water,Lee(1966),yes,-0.214,0.0,0.727,0.025
381,0.0159,0.05,1.9856e-04,1,1.241e+07,75061.9,1037.6,0.206,284.8,1257845.38,1502700,0.651,middle(1),water,Lee(1966),yes,-0.214,0.0,0.727,0.025
382,0.0159,0.05,1.9856e-04,1,1.245e+07,127505.7,3398.9,0.6749,300.4,1341864.38,2552600,0.851,middle(1),water,Lee(1966),yes,-0.144,0.0,0.727,0.025
383,0.0159,0.05,1.9856e-04,1,1.245e+07,128105.2,3398.9,0.6749,300.4,1341864.38,2564600,0.851,middle(1),water,Lee(1966),yes,-0.144,0.0,0.727,0.025
384,0.0158,0.0496,1.9607e-04,1,8.620e+06,106908.5,1634.3,0.3204,282.7,1248882.6,2153800,0.951,middle(2),water,Lee(1966),yes,-0.069,0.0,0.562,0.025
385,0.0158,0.0496,1.9607e-04,1,8.620e+06,124514.8,1631.6,0.3199,256,1113964.51,2508500,0.851,middle(2),water,Lee(1966),yes,-0.166,0.0,0.562,0.025
386,0.0158,0.0496,1.9607e-04,1,8.620e+06,141123.4,1628.9,0.3194,233,1004640.91,2843100,0.901,middle(2),water,Lee(1966),yes,-0.244,0.0,0.562,0.025
387,0.0158,0.0496,1.9607e-04,1,8.620e+06,141619.8,1628.9,0.3194,233,1004640.91,2853100,0.901,middle(2),water,Lee(1966),yes,-0.244,0.0,0.562,0.025
388,0.0158,0.0496,1.9607e-04,1,8.620e+06,106908.5,2711.2,0.5316,283.5,1253111.81,2153800,0.951,middle(2),water,Lee(1966),yes,-0.066,0.0,0.562,0.025
389,0.0158,0.0496,1.9607e-04,1,8.620e+06,106908.5,2711.2,0.5316,283.5,1253111.81,2153800,0.951,middle(2),water,Lee(1966),yes,-0.066,0.0,0.562,0.025
390,0.0158,0.0496,1.9607e-04,1,8.620e+06,124812.6,2714,0.5321,269.1,1178810.53,2514500,0.901,middle(2),water,Lee(1966),yes,-0.119,0.0,0.562,0.025
391,0.0158,0.0496,1.9607e-04,1,8.620e+06,124812.6,2714,0.5321,269.1,1178810.53,2514500,0.901,middle(2),water,Lee(1966),yes,-0.119,0.0,0.562,0.025
392,0.0158,0.0496,1.9607e-04,1,8.620e+06,143009.6,2718,0.5329,256,1113964.51,2881100,0.901,middle(2),water,Lee(1966),yes,-0.166,0.0,0.562,0.025
393,0.0158,0.0496,1.9607e-04,1,8.620e+06,142016.9,2718,0.5329,256,1113964.51,2861100,0.901,middle(2),water,Lee(1966),yes,-0.166,0.0,0.562,0.025
394,0.0158,0.0496,1.9607e-04,1,1.034e+07,92488.9,1631.6,0.3199,295.8,1318355.29,1863300,0.901,middle(2),water,Lee(1966),yes,-0.08,0.0,0.562,0.025
395,0.0158,0.0496,1.9607e-04,1,1.034e+07,93084.59999999999,1631.6,0.3199,295.8,1318355.29,1875300,0.951,middle(2),water,Lee(1966),yes,-0.08,0.0,0.562,0.025
396,0.0158,0.0496,1.9607e-04,1,1.034e+07,116359.4,1624.8,0.3186,265.5,1160446.05,2344200,0.851,middle(2),water,Lee(1966),yes,-0.202,0.0,0.562,0.025
397,0.0158,0.0496,1.9607e-04,1,1.034e+07,116061.6,1624.8,0.3186,265.5,1160446.05,2338200,0.901,middle(2),water,Lee(1966),yes,-0.202,0.0,0.562,0.025
398,0.0158,0.0496,1.9607e-04,1,1.034e+07,139033.7,1628.9,0.3194,236.9,1023142.57,2801000,0.901,middle(2),water,Lee(1966),yes,-0.308,0.0,0.562,0.025
399,0.0158,0.0496,1.9607e-04,1,1.034e+07,96072.7,2712.6,0.5319,295.8,1318355.29,1935500,0.951,middle(2),water,Lee(1966),yes,-0.08,0.0,0.562,0.025
400,0.0158,0.0496,1.9607e-04,1,1.034e+07,96072.7,2712.6,0.5319,295.8,1318355.29,1935500,0.901,middle(2),water,Lee(1966),yes,-0.08,0.0,0.562,0.025
401,0.0158,0.0496,1.9607e-04,1,1.034e+07,120335.4,2718,0.5329,279.7,1232330.14,2424300,0.901,middle(2),water,Lee(1966),yes,-0.147,0.0,0.562,0.025
402,0.0158,0.0496,1.9607e-04,1,1.034e+07,120335.4,2718,0.5329,279.7,1232330.14,2424300,0.901,middle(2),water,Lee(1966),yes,-0.147,0.0,0.562,0.025
403,0.0158,0.0496,1.9607e-04,1,1.034e+07,140125.7,2720.7,0.5334,265.9,1162430.69,2823000,0.851,middle(2),water,Lee(1966),yes,-0.201,0.0,0.562,0.025
404,0.0158,0.0496,1.9607e-04,1,1.034e+07,139629.3,2720.7,0.5334,265.9,1162430.69,2813000,0.901,middle(2),water,Lee(1966),yes,-0.201,0.0,0.562,0.025
405,0.0158,0.0496,1.9607e-04,1,1.034e+07,113971.9,1638.4,0.3212,265.9,1162430.69,2296100,0.851,middle(2),water,Lee(1966),yes,-0.201,0.0,0.562,0.025
406,0.0158,0.0496,1.9607e-04,1,1.034e+07,113475.5,1638.4,0.3212,265.9,1162430.69,2286100,0.851,middle(2),water,Lee(1966),yes,-0.201,0.0,0.562,0.025
407,0.0158,0.0496,1.9607e-04,1,1.034e+07,114170.4,1638.4,0.3212,265.3,1159454.51,2300100,0.851,middle(2),water,Lee(1966),yes,-0.203,0.0,0.562,0.025
408,0.0158,0.0496,1.9607e-04,1,1.103e+07,86721.1,2041.2,0.4002,300.1,1341669.95,1747100,0.901,middle(2),water,Lee(1966),yes,-0.088,0.0,0.562,0.025
409,0.0158,0.0496,1.9607e-04,1,1.103e+07,86721.1,2041.2,0.4002,300.1,1341669.95,1747100,0.901,middle(2),water,Lee(1966),yes,-0.088,0.0,0.562,0.025
410,0.0158,0.0496,1.9607e-04,1,1.103e+07,84135,2053.4,0.4026,300.1,1341669.95,1695000,0.901,middle(2),water,Lee(1966),yes,-0.088,0.0,0.562,0.025
411,0.0158,0.0496,1.9607e-04,1,1.103e+07,84135,2053.4,0.4026,300.1,1341669.95,1695000,0.901,middle(2),water,Lee(1966),yes,-0.088,0.0,0.562,0.025
412,0.0158,0.0496,1.9607e-04,1,1.103e+07,118647.7,2043.9,0.4007,270.6,1185739.86,2390300,0.801,middle(2),water,Lee(1966),yes,-0.212,0.0,0.562,0.025
413,0.0158,0.0496,1.9607e-04,1,1.103e+07,118647.7,2043.9,0.4007,270.6,1185739.86,2390300,0.901,middle(2),water,Lee(1966),yes,-0.212,0.0,0.562,0.025
414,0.0158,0.0496,1.9607e-04,1,1.103e+07,138835.1,2046.7,0.4013,251.2,1090782.87,2797000,0.801,middle(2),water,Lee(1966),yes,-0.288,0.0,0.562,0.025
415,0.0158,0.0496,1.9607e-04,1,1.103e+07,138835.1,2046.7,0.4013,251.2,1090782.87,2797000,0.751,middle(2),water,Lee(1966),yes,-0.288,0.0,0.562,0.025
416,0.0158,0.0496,1.9607e-04,1,1.241e+07,78367.2,1645.2,0.3226,304,1362196.42,1578800,0.951,middle(2),water,Lee(1966),yes,-0.125,0.0,0.562,0.025
417,0.0158,0.0496,1.9607e-04,1,1.241e+07,78069.3,1645.2,0.3226,304,1362196.42,1572800,0.901,middle(2),water,Lee(1966),yes,-0.125,0.0,0.562,0.025
418,0.0158,0.0496,1.9607e-04,1,1.241e+07,106908.5,1635.7,0.3207,273.9,1201970.14,2153800,0.751,middle(2),water,Lee(1966),yes,-0.262,0.0,0.562,0.025
419,0.0158,0.0496,1.9607e-04,1,1.241e+07,106908.5,1635.7,0.3207,273.9,1201970.14,2153800,0.751,middle(2),water,Lee(1966),yes,-0.262,0.0,0.562,0.025
420,0.0158,0.0496,1.9607e-04,1,1.241e+07,122623.6,1638.4,0.3212,256,1113855.64,2470400,0.901,middle(2),water,Lee(1966),yes,-0.337,0.0,0.562,0.025
421,0.0158,0.0496,1.9607e-04,1,1.241e+07,124018.5,1638.4,0.3212,256,1113855.64,2498500,0.801,middle(2),water,Lee(1966),yes,-0.337,0.0,0.562,0.025
422,0.0158,0.0496,1.9607e-04,1,1.241e+07,85529.79999999999,2057.5,0.4034,304.5,1365046.8,1723100,0.951,middle(2),water,Lee(1966),yes,-0.122,0.0,0.562,0.025
423,0.0158,0.0496,1.9607e-04,1,1.241e+07,85430.5,2057.5,0.4034,304.5,1365046.8,1721100,0.901,middle(2),water,Lee(1966),yes,-0.122,0.0,0.562,0.025
424,0.0158,0.0496,1.9607e-04,1,1.241e+07,108601.2,2053.4,0.4026,287.5,1272010.02,2187900,0.851,middle(2),water,Lee(1966),yes,-0.202,0.0,0.562,0.025
425,0.0158,0.0496,1.9607e-04,1,1.241e+07,107608.4,2053.4,0.4026,287.5,1272010.02,2167900,0.901,middle(2),water,Lee(1966),yes,-0.202,0.0,0.562,0.025
426,0.0158,0.0496,1.9607e-04,1,1.241e+07,133663,2053.4,0.4026,266,1162592.25,2692800,0.751,middle(2),water,Lee(1966),yes,-0.295,0.0,0.562,0.025
