dataset,n,model,split,split_warning,R2,median_fold_R2,worst_fold_R2,RMSE_log,MAE_log,MAPE_pct,n_groups,seconds
Zhao_flow,1865,Stacking_RF_XGB_SVR,III_surface_wise,"DEGENERATE: groups are 95% study-pure -> this is a study split, not a genuine III_surface_wise",0.7804488173774801,0.7433235768677802,0.5801032957973074,0.22454833087717718,0.16282449153663295,17.09679529392494,36.0,7.9
Zhao_flow,1865,Stacking_RF_XGB_SVR,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.5377514345918175,0.4565453962883112,-1.8965571315504084,0.32582149104577285,0.23946125146781957,20.87158305852591,10.0,18.0
KAERI_flow,888,Linear,I_random,,0.8944055154510875,0.8911568139657621,0.882739740378926,0.23939864191241617,0.18833857484399485,19.44299515834681,,0.0
KAERI_flow,888,Linear,II_condition_wise,,0.7919687971772111,0.7788773315982662,0.5079616081504204,0.3360201374684863,0.25885289009617934,30.88872683883446,6.0,0.0
KAERI_flow,888,Linear,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.7743972360203134,0.6997059044908105,-0.07239278415966699,0.3499236317636225,0.28730698250393544,28.35506129004979,16.0,0.0
KAERI_flow,888,Linear,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.6921313326383949,0.08946633452806219,-4.15863205380268,0.40877451411453936,0.3530647404311483,32.06800996040332,11.0,0.0
KAERI_flow,888,Poly2_Ridge,I_random,,0.9761582430769483,0.9763675979150188,0.9702317183617543,0.11375492095721837,0.08387046952572241,8.374519021993333,,0.0
KAERI_flow,888,Poly2_Ridge,II_condition_wise,,0.7808927450790714,0.8260857866369031,0.4932838116735153,0.34484937562697865,0.19834617520558503,18.5223289793089,6.0,0.0
KAERI_flow,888,Poly2_Ridge,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",-0.11876738975020884,0.596191408271598,-7.084696183263144,0.7792395099166323,0.49599587870784423,89.34942624244077,16.0,0.0
KAERI_flow,888,Poly2_Ridge,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-10.433643894008732,-1.2088877868843766,-346.45506335696297,2.4911128156238065,1.3803169232937782,107.1334638251368,11.0,0.0
KAERI_flow,888,KNN_k5,I_random,,0.9653412139474993,0.9657960229529545,0.9570413870348584,0.1371537665097294,0.09135890193282595,9.001229013397694,,0.0
KAERI_flow,888,KNN_k5,II_condition_wise,,0.7568094394304333,0.6944125082130616,0.6241391789490465,0.36330754902262136,0.2182366241140463,23.58123311040587,6.0,0.0
KAERI_flow,888,KNN_k5,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.4067246178450503,0.5873767646761483,-2.610252349715376,0.5674521279486444,0.38718313460017434,55.382485774007684,16.0,0.0
KAERI_flow,888,KNN_k5,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-0.2754735094614158,-0.35322685032898105,-153.92310048039235,0.8320257870632952,0.6812792110541187,74.7461586227117,11.0,0.0
KAERI_flow,888,SVR_RBF,I_random,,0.9891574381888514,0.9901210072630727,0.9865967880653709,0.07671265581468946,0.05426301539519705,5.4217079681053795,,0.1
KAERI_flow,888,SVR_RBF,II_condition_wise,,0.6207693199729806,0.9552168033204479,0.1672706980398423,0.4536833044215476,0.22770981279350055,26.37024481457152,6.0,0.1
KAERI_flow,888,SVR_RBF,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",-0.0014125770000215088,-0.079946103517742,-5.478080191036723,0.7372377853579223,0.5008069693861295,84.50927771549017,16.0,0.1
KAERI_flow,888,SVR_RBF,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-0.16583553179553334,0.12399468471771358,-227.50786183750773,0.7954624963421585,0.5801144822784217,89.02905483812498,11.0,0.2
KAERI_flow,888,ANN_MLP,I_random,,0.9562218669028368,0.9543455397745534,0.9423545935847585,0.15414508576816743,0.11008364140883128,10.933642150188472,,1.1
KAERI_flow,888,ANN_MLP,II_condition_wise,,-2.138061395053029,0.06585848539611294,-6.1914818838756664,1.3050639196897937,0.6792273990209096,604.2198749970264,6.0,1.1
KAERI_flow,888,ANN_MLP,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",-2.4049756513317853,-8.715746263497692,-10.814743471385484,1.3594338209828414,0.9340424921107432,468.1799525978974,16.0,0.8
KAERI_flow,888,ANN_MLP,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-4.529084032469364,-6.820993626475412,-88.7436620548824,1.7323181687546496,1.2054056079232094,862.2296735673391,11.0,2.7
KAERI_flow,888,RandomForest,I_random,,0.9801460010663522,0.9800136866008651,0.9771382731768532,0.10380662281689394,0.07028249644132187,7.061902694546646,,1.1
KAERI_flow,888,RandomForest,II_condition_wise,,0.7315618759656607,0.7767788033469769,0.28170211746503926,0.38170088126268814,0.22482237638387412,27.9883466599767,6.0,0.7
KAERI_flow,888,RandomForest,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.4523517827633524,0.3564902050294728,-0.7373074140754463,0.5451950501570472,0.36703045628797604,53.854681301839946,16.0,0.8
KAERI_flow,888,RandomForest,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.07853487924569347,-0.658569969890761,-88.88445698271919,0.7071971724194926,0.5860684384557432,66.60237201470792,11.0,2.0
KAERI_flow,888,ExtraTrees,I_random,,0.9851088881364517,0.986449668571252,0.9793201319252084,0.08990102185325288,0.058519331398015746,5.894557381841841,,0.4
KAERI_flow,888,ExtraTrees,II_condition_wise,,0.7697639721533739,0.7895239639663701,0.31724371805626983,0.35349860726297266,0.1880423159479193,25.01461449030576,6.0,0.4
KAERI_flow,888,ExtraTrees,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.38035532892986823,0.28700031220571265,-1.5320921460248695,0.5799257924968214,0.4057907507174602,60.70877281338547,16.0,0.4
KAERI_flow,888,ExtraTrees,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.05667961973159352,-1.5320921460248722,-87.55874076402932,0.7155346571245217,0.6174506932098126,75.47350176535437,11.0,0.8
KAERI_flow,888,XGBoost,I_random,,0.9847131193874289,0.9830565365952808,0.9812999783819424,0.09108786063693457,0.05995786344971099,6.085049741183379,,2.3
KAERI_flow,888,XGBoost,II_condition_wise,,0.750101364585148,0.8235907824443913,0.2947018942714792,0.36828413224610124,0.22271196412365385,28.135935542279245,6.0,2.4
KAERI_flow,888,XGBoost,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.060155778441452146,0.24534483609152313,-3.4073320648532457,0.7142150589445914,0.47696750584484315,89.26084530565191,16.0,1.4
KAERI_flow,888,XGBoost,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-0.2901883878715563,-0.6282272477014061,-84.06938552942495,0.8368114798779871,0.679585132295354,102.76441481636998,11.0,3.8
KAERI_flow,888,LightGBM,I_random,,0.9592459877908809,0.9704716542449651,0.9375233078975892,0.14872577842932477,0.08029120626274704,8.429104019413346,,3.5
KAERI_flow,888,LightGBM,II_condition_wise,,0.6881793733352592,0.7917724792552101,0.00455584361011907,0.4113897673145604,0.24208083947598502,32.772228604512684,6.0,3.1
KAERI_flow,888,LightGBM,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.5362673402681779,0.3570490431679961,-0.8415404338896126,0.5016893788789056,0.3427330820420918,48.79729686715506,16.0,3.2
KAERI_flow,888,LightGBM,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-0.004769812746528546,-0.8415404338896126,-85.60408603336367,0.7384725462078034,0.6152715973610289,67.875573490112,11.0,8.5
KAERI_flow,888,CatBoost,I_random,,0.9869503077479218,0.9874178163576691,0.9833706547011363,0.08415912278353775,0.058064795868313666,5.840530742450605,,0.9
KAERI_flow,888,CatBoost,II_condition_wise,,0.7798614636624089,0.877818356816781,0.4670241281619236,0.3456599815150499,0.20446748364749157,25.1149795390978,6.0,0.7
KAERI_flow,888,CatBoost,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.6297694783679935,0.5264578192693825,-0.6286129490343431,0.44826741895221844,0.30965222469556064,41.35957361388073,16.0,0.7
KAERI_flow,888,CatBoost,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.41934404008575754,-0.23354725640466656,-81.14020978754682,0.5613846184659228,0.4691879804044067,52.95959785427018,11.0,1.6
KAERI_flow,888,GPR_Matern,I_random,,0.9897579060172547,0.9905945204263752,0.9875242294005977,0.07455820493930908,0.05070484065004666,5.077250899172292,,10.3
KAERI_flow,888,GPR_Matern,II_condition_wise,,0.864357747840218,0.9583499598375569,0.6694010498102962,0.27133046625023516,0.14789587944304325,15.007114056224054,6.0,8.3
KAERI_flow,888,GPR_Matern,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",0.25560677714193125,0.34691641929770556,-4.1641888067409045,0.6356269027942483,0.44944517046196936,68.2296666649435,16.0,11.0
KAERI_flow,888,GPR_Matern,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-1.2122090510243018,0.34099654769700494,-131.12772268742523,1.095756732019451,0.7997020290415813,81.31304004037855,11.0,28.0
KAERI_flow,888,Stacking_RF_XGB_SVR,I_random,,0.975903871552755,0.9750940132182163,0.9712626552451104,0.11436014566831239,0.07940681056541476,7.808786573372722,,8.8
KAERI_flow,888,Stacking_RF_XGB_SVR,II_condition_wise,,0.7035054511392298,0.8158451167087212,0.10219208920279643,0.4011524247807941,0.23783972435486975,27.001414524271798,6.0,7.0
KAERI_flow,888,Stacking_RF_XGB_SVR,III_surface_wise,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine III_surface_wise",-0.22747160655907206,0.2595512930770417,-3.7652080947448603,0.8162191738005561,0.5677794054012887,110.307686198937,16.0,8.0
KAERI_flow,888,Stacking_RF_XGB_SVR,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",-1.0693267260160608,-3.765208094744856,-150.40882842990666,1.0597797051835118,0.8241043958065887,180.29830272581862,11.0,18.5
NRC_flow,24443,Linear,I_random,,0.8640006750437725,0.8643117559388405,0.859844289602457,0.3007109428062414,0.2220131012244892,23.265353336676046,,0.0
NRC_flow,24443,Linear,II_condition_wise,,0.7992597414545836,0.8308914024899446,0.6871282772007394,0.3653407327565812,0.2585452235580208,29.990608465809498,8.0,0.0
NRC_flow,24443,Linear,III_surface_wise,,0.8453307094401313,0.8519032352742786,0.8287416567930097,0.32068814290711256,0.2310707172145849,24.012884276646677,74.0,0.0
NRC_flow,24443,Linear,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.8413399897923219,0.8706476954520019,0.7523625524568456,0.32479893374021607,0.23306380817208877,24.38471586039257,60.0,0.0
NRC_flow,24443,Poly2_Ridge,I_random,,0.9446815266622575,0.9448514496661373,0.9437032309261217,0.19178557941660646,0.12426963866676331,13.134528251389968,,0.1
NRC_flow,24443,Poly2_Ridge,II_condition_wise,,0.8951194198144512,0.9312898802269872,0.7726595851087255,0.26407567374003604,0.15717291910444867,18.962349222651515,8.0,0.1
NRC_flow,24443,Poly2_Ridge,III_surface_wise,,0.5268174601131322,0.9034491311737751,-0.44952218386561715,0.5609126201543477,0.17520840490830525,7735.533840451633,74.0,0.1
NRC_flow,24443,Poly2_Ridge,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.47298216198664844,0.9260930988622502,-1.4593338862332437,0.5919615701281666,0.18281833175678264,13059.788193060922,60.0,0.1
NRC_flow,24443,KNN_k5,I_random,,0.9801289029060684,0.9805140911218151,0.9784589574334969,0.11494544835292649,0.06924356463151683,7.061801760478548,,0.2
NRC_flow,24443,KNN_k5,II_condition_wise,,0.8252129611639408,0.9243358235243768,0.5619541216523113,0.34090664631323114,0.19330684403561296,27.45437612802023,8.0,0.3
NRC_flow,24443,KNN_k5,III_surface_wise,,0.8590331059768748,0.840997868806065,0.8113764119114316,0.30615363578460747,0.19980672877867459,22.343584391853405,74.0,0.3
NRC_flow,24443,KNN_k5,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.8223031182174254,0.8868778735184039,0.6017562617166705,0.34373262870776283,0.20168913423626783,21.846257620248664,60.0,0.3
NRC_flow,24443,SVR_RBF,I_random,,0.9945040723759803,0.9942611705225696,0.9932835556961371,0.06045070335736588,0.030120799461950513,3.1546047657473313,,26.3
NRC_flow,24443,SVR_RBF,II_condition_wise,,0.9534805713172214,0.9873844212155094,0.8654907309846456,0.17587254254312706,0.0710285886013307,8.951309756839018,8.0,29.2
NRC_flow,24443,SVR_RBF,III_surface_wise,,0.9555733403024362,0.9595746603996065,0.9233975748143676,0.1718710327201072,0.07458344446159078,9.23705570541217,74.0,22.9
NRC_flow,24443,SVR_RBF,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9532597426532896,0.972796816945813,0.8715345435594827,0.17628948357110066,0.07382020785225012,8.793789700414214,60.0,23.4
NRC_flow,24443,ANN_MLP,I_random,,0.992580072441892,0.9929110059128382,0.9904118577619666,0.07023938308950337,0.047148251142315314,4.665297901586228,,17.1
NRC_flow,24443,ANN_MLP,II_condition_wise,,0.9721084219363754,0.9841470213925648,0.9385691622427083,0.13618127603600352,0.07801892957261239,8.270721735380988,8.0,16.2
NRC_flow,24443,ANN_MLP,III_surface_wise,,0.9636433740343968,0.9707943761340542,0.9438379292555497,0.15547932339329426,0.08406815886781693,9.535962236241646,74.0,14.1
NRC_flow,24443,ANN_MLP,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9049219702553968,0.976738910966653,0.613575230436148,0.25143222734698106,0.09596643124921436,16.89661121973605,60.0,12.4
NRC_flow,24443,RandomForest,I_random,,0.993391898866863,0.9935486913730723,0.9927548437886913,0.06628560070940674,0.044441102974162074,4.487378591399366,,11.0
NRC_flow,24443,RandomForest,II_condition_wise,,0.8830071388343282,0.9492106189209779,0.7260251565617897,0.2789077209940032,0.15814802461213567,20.944606036369063,8.0,11.8
NRC_flow,24443,RandomForest,III_surface_wise,,0.9330296612262539,0.9408052960064827,0.9115945781227648,0.21101926394088366,0.13999680583987414,15.42443100794737,74.0,11.7
NRC_flow,24443,RandomForest,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9336000311135415,0.9375173798573048,0.8969620693238359,0.21011874290285318,0.13085133066053906,14.517669008648287,60.0,11.7
NRC_flow,24443,ExtraTrees,I_random,,0.9954018068554081,0.9952688307565517,0.9950697888643683,0.055293548341089405,0.035583635036401884,3.5911744127116814,,4.2
NRC_flow,24443,ExtraTrees,II_condition_wise,,0.8988060579391688,0.9668393904735997,0.7324302087086352,0.2593929170438409,0.1356251754639777,18.23152142933368,8.0,3.9
NRC_flow,24443,ExtraTrees,III_surface_wise,,0.9486567017802766,0.948134467604407,0.926188503873039,0.18476628967553096,0.11567574996592289,12.726097419476714,74.0,4.4
NRC_flow,24443,ExtraTrees,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9417875718519215,0.9557825370115268,0.8909874532796376,0.196738208941203,0.11293787716009182,12.859004746804256,60.0,4.0
NRC_flow,24443,XGBoost,I_random,,0.992289634322924,0.9922256359340829,0.9914679624291755,0.07160087732608852,0.05269594772096766,5.29466390935133,,1.6
NRC_flow,24443,XGBoost,II_condition_wise,,0.925417679939118,0.9739583360438077,0.8154418886500148,0.22268901813279257,0.12816400398836186,15.968115210215423,8.0,1.3
NRC_flow,24443,XGBoost,III_surface_wise,,0.9595241329030123,0.9594561409409877,0.9502127182215248,0.16405102057961715,0.10445713040647592,11.267256149466876,74.0,1.3
NRC_flow,24443,XGBoost,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9538407897377609,0.9608713873654966,0.9220961507024897,0.175190293756115,0.10639309217550441,11.84624348728504,60.0,1.4
NRC_flow,24443,LightGBM,I_random,,0.9937090804091134,0.9936859512672626,0.9931022214456197,0.06467522123627788,0.04605676872107263,4.6324940220266795,,5.0
NRC_flow,24443,LightGBM,II_condition_wise,,0.9289074388386216,0.9704827270600305,0.8389218297224592,0.21741671823104947,0.12468477128808589,15.470267576283703,8.0,4.9
NRC_flow,24443,LightGBM,III_surface_wise,,0.9595191949866491,0.9595401971596493,0.9373509753164124,0.16406102710414758,0.10244104976291357,11.063004743459336,74.0,5.2
NRC_flow,24443,LightGBM,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.953547969500842,0.9529902115350253,0.9261166828650508,0.1757450927146129,0.10482653219857793,11.699804933692262,60.0,5.2
NRC_flow,24443,CatBoost,I_random,,0.9931654810258188,0.9931334431208404,0.992247833926149,0.06741163066175859,0.049425559097128195,4.973430408051398,,2.1
NRC_flow,24443,CatBoost,II_condition_wise,,0.9344595570615788,0.972117791925523,0.8411541381336047,0.2087543538180555,0.11890060642363105,14.645334331368751,8.0,2.0
NRC_flow,24443,CatBoost,III_surface_wise,,0.9652525625506627,0.9609451508431545,0.953166717348864,0.15199953061321586,0.08987615127252818,9.923618240303455,74.0,2.1
NRC_flow,24443,CatBoost,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9626014341875916,0.9656167786517484,0.9384621012685103,0.15769151653590882,0.09190551660157197,10.232398189530885,60.0,2.0
NRC_flow,24443,Stacking_RF_XGB_SVR,I_random,,0.9941307645580574,0.9943037149290973,0.9927892419721421,0.06247001663792322,0.045814616301604806,4.538820513460625,,79.2
NRC_flow,24443,Stacking_RF_XGB_SVR,II_condition_wise,,0.944323764929749,0.9855385221232618,0.8487591432895203,0.19240474836731772,0.10117590209636595,12.515987034448328,8.0,74.5
NRC_flow,24443,Stacking_RF_XGB_SVR,III_surface_wise,,0.9596985335360034,0.9666352066492504,0.9418801322629805,0.16369721114344543,0.0944434467728452,10.368234724803148,74.0,76.4
NRC_flow,24443,Stacking_RF_XGB_SVR,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9557094977435683,0.9672620300533208,0.8919635375623073,0.17160745812582082,0.09588360113715894,10.599799578679931,60.0,197.0
MERGED_flow,27196,Linear,I_random,,0.7604883762260759,0.7579095893026051,0.7563569523292417,0.4064491567866679,0.30714531253178773,34.89646649392572,,0.0
MERGED_flow,27196,Linear,II_condition_wise,,0.7027252617762519,0.749877215855292,0.520579116859095,0.45281617521106937,0.33221829431793465,41.135275008502,8.0,0.1
MERGED_flow,27196,Linear,III_surface_wise,,0.7266175402584801,0.7468387150576035,0.607589341166783,0.43423842695814774,0.322498399427503,36.97359467378911,92.0,0.0
MERGED_flow,27196,Linear,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.7312605503105267,0.7050679304840999,0.5817705510211844,0.4305351767331741,0.3195016827486846,36.59460599854481,81.0,0.0
MERGED_flow,27196,Poly2_Ridge,I_random,,0.805790407026707,0.8077799616522321,0.8006724372122749,0.36599762599785923,0.27892277504093843,30.992523630673286,,0.1
MERGED_flow,27196,Poly2_Ridge,II_condition_wise,,0.4822709083903588,0.7296556788238517,-0.24467803118792797,0.5975774681225071,0.389693699479588,68.74511505378092,8.0,0.1
MERGED_flow,27196,Poly2_Ridge,III_surface_wise,,0.7730724612162658,0.7953199322246352,0.6420226420693969,0.3956275538392838,0.298493384255262,34.05633569165833,92.0,0.1
MERGED_flow,27196,Poly2_Ridge,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.7584791927984764,0.729543728713548,0.6699806147435176,0.4081503799499119,0.304688943017878,33.84718421950394,81.0,0.1
MERGED_flow,27196,KNN_k5,I_random,,0.9635204791896523,0.964238657871569,0.9607062827016555,0.15862348667815035,0.10576949064162379,10.965028859799624,,0.1
MERGED_flow,27196,KNN_k5,II_condition_wise,,0.7790101650139727,0.8604747080413518,0.5464031858233571,0.3904173220198325,0.2504621612122973,33.290803469619874,8.0,0.2
MERGED_flow,27196,KNN_k5,III_surface_wise,,0.8059203039421677,0.7890917320956554,0.7049219956614495,0.36587520692932934,0.24874092049882626,29.243872746347527,92.0,0.2
MERGED_flow,27196,KNN_k5,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.8258892382638723,0.8207332152599467,0.7152411548332738,0.3465418880026957,0.2333028748039466,26.940726911336554,81.0,0.2
MERGED_flow,27196,SVR_RBF,I_random,,0.9595257747014578,0.96095928414146,0.9540232488687451,0.16708297588169033,0.11120642216470415,11.837759725262574,,95.8
MERGED_flow,27196,SVR_RBF,II_condition_wise,,0.8901090363743283,0.918206751362534,0.798030203259936,0.2753112258849348,0.17140896770756142,20.095755910994114,8.0,91.6
MERGED_flow,27196,SVR_RBF,III_surface_wise,,0.8758985059556685,0.8804078760469125,0.8230708791213401,0.2925711065980631,0.18675958814845314,21.293567126658857,92.0,92.1
MERGED_flow,27196,SVR_RBF,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.8709285156872167,0.8458219295002882,0.8017274426418978,0.2983720111279431,0.18356219064433477,21.639721181448536,81.0,779.5
MERGED_flow,27196,ANN_MLP,I_random,,0.9601313284997435,0.9610635383133076,0.9566662684395535,0.16582836224143255,0.12106972714249915,12.382310395012766,,2489.9
MERGED_flow,27196,ANN_MLP,II_condition_wise,,0.9107695377934858,0.9229516731340042,0.8711662409248977,0.2480844255761604,0.1716148912317432,19.50664846083876,8.0,23.3
MERGED_flow,27196,ANN_MLP,III_surface_wise,,0.8931550123112872,0.8981971749820209,0.8598939552101751,0.2714688518002181,0.18005002382864882,20.560084335385184,92.0,1051.7
MERGED_flow,27196,ANN_MLP,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.8849069116620759,0.8792602288108429,0.8475129902651388,0.28175235275414395,0.1849585236088947,21.460350967014293,81.0,1969.5
MERGED_flow,27196,RandomForest,I_random,,0.9780981430489623,0.9785390865081326,0.9761357616551435,0.12290891883322068,0.08237764781102369,8.374878292865054,,283.8
MERGED_flow,27196,RandomForest,II_condition_wise,,0.8527773283186141,0.9152530080273379,0.7188688431219069,0.3186619993951429,0.20448469990661203,25.942620410767507,8.0,10.7
MERGED_flow,27196,RandomForest,III_surface_wise,,0.8847467357783748,0.86078956539465,0.8476042873033823,0.2819483429814559,0.19401127189216824,21.850024824285242,92.0,12.2
MERGED_flow,27196,RandomForest,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.8742575962271256,0.896085841280717,0.7479903309732931,0.29449898922510037,0.1942822873478343,22.804274842982874,81.0,119.2
MERGED_flow,27196,ExtraTrees,I_random,,0.98059587143308,0.9807789310627755,0.9798515603293049,0.1156884496554925,0.07652774775534504,7.788693441679135,,39.5
MERGED_flow,27196,ExtraTrees,II_condition_wise,,0.8749710305458561,0.9310101588224942,0.7489154819985953,0.29366234004755465,0.18507735167044492,23.209125410729524,8.0,3.5
MERGED_flow,27196,ExtraTrees,III_surface_wise,,0.9072241174357712,0.8966286269848802,0.8804411608777805,0.2529650231999873,0.1768839355511288,19.407859304014995,92.0,4.6
MERGED_flow,27196,ExtraTrees,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9000500016541966,0.9037710788442339,0.8317453934636793,0.26256348311202565,0.17748096759753498,19.901588670401605,81.0,5.6
MERGED_flow,27196,XGBoost,I_random,,0.9683386334438203,0.9680589964147194,0.9668375857847995,0.14777731015777867,0.11060652996233705,11.229191130187846,,3.0
MERGED_flow,27196,XGBoost,II_condition_wise,,0.8591443195172379,0.8661535350718126,0.758164249505044,0.3116951986136059,0.21254309065276025,26.85342492965484,8.0,2.3
MERGED_flow,27196,XGBoost,III_surface_wise,,0.8925796049622967,0.895739292937805,0.868677685789965,0.27219885997234056,0.20165327518592452,20.955970420829768,92.0,140.8
MERGED_flow,27196,XGBoost,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9021338139279496,0.9097577199253597,0.8311657346669112,0.2598120330355036,0.18104702078033733,20.08459729127519,81.0,1.5
MERGED_flow,27196,LightGBM,I_random,,0.9729690901331559,0.9729586593561099,0.971674498198795,0.1365442013427749,0.09991797462023028,10.140278823841108,,5.0
MERGED_flow,27196,LightGBM,II_condition_wise,,0.8776382106520833,0.8970313747385651,0.7873443361266053,0.29051317916111474,0.194262799137511,23.876114247848335,8.0,52.4
MERGED_flow,27196,LightGBM,III_surface_wise,,0.8979444156639735,0.9025099394843366,0.8521447269912646,0.2653147018851745,0.1906763919878132,20.394083285977548,92.0,4.6
MERGED_flow,27196,LightGBM,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.8974335033057783,0.9169519631656585,0.7983914212835092,0.265977984217289,0.18073443008140957,20.40959761756308,81.0,4.9
MERGED_flow,27196,CatBoost,I_random,,0.9662532380963773,0.966445253368219,0.9646777374642094,0.1525664296682402,0.11438715731622197,11.63362680182721,,2.3
MERGED_flow,27196,CatBoost,II_condition_wise,,0.8857074982599006,0.9171710598739038,0.8085999815654531,0.2807707091478276,0.19132322082849257,22.571276533198432,8.0,2.0
MERGED_flow,27196,CatBoost,III_surface_wise,,0.8991959100016746,0.8968231829042616,0.8614192775706846,0.2636829240686067,0.18825878355898026,20.22568540604212,92.0,2.0
MERGED_flow,27196,CatBoost,IV_leave_one_publication_out,"DEGENERATE: groups are 100% study-pure -> this is a study split, not a genuine IV_leave_one_publication_out",0.9040454783200367,0.9219709793460222,0.8417200793276733,0.2572620060522241,0.1788645357483492,19.780568755837017,81.0,2.0
MERGED_flow,27196,Stacking_RF_XGB_SVR,I_random,,0.9730273136834469,0.9727266324401664,0.9723174176359332,0.1363970665649112,0.10086910543510412,9.957499861952623,,267.7
MERGED_flow,27196,Stacking_RF_XGB_SVR,II_condition_wise,,0.8819595007269376,0.9289007717907196,0.7708570733606948,0.2853372348447584,0.1794209087996151,22.28364488432301,8.0,256.6
